row_idx,tweet_id,text,half
46445,T0046446,Join us Saturday at 6pm for a town hall in Newport! Doors open early — bring your questions.,H1
80924,T0080925,We must balance the budget like every family in VA has to. No more blank checks.,H1
89794,T0089795,"We just crossed 20,000 grassroots donors! Average gift: $27. This campaign is powered by people, not PACs.",H1
33625,T0033626,"Phone bank tonight at 2pm! Grab a coffee and join us — training provided, no experience needed.",H1
40061,T0040062,Met with local business owners in Millbrook today about what they need to grow and hire.,H1
60382,T0060383,RT @FreeMarketForum: Border crossings surge again — where is the accountability?,H1
54756,T0054757,Stopped by Clayton Elementary today. Our teachers are heroes — period.,H1
9010,T0009011,Honored to meet with veterans in Millbrook today. We owe them more than words.,H1
70042,T0070043,RT @FaithAndFlagDaily: Our latest polling roundup for the 2022 midterms is live. Key races tightening.,H1
54255,T0054256,RT @StatehouseWire: Crime stats out this morning. Soft-on-crime policies have a body of evidence now — and it's damning.,H1
61446,T0061447,RT @PatriotPressWire: Crime stats out this morning. Soft-on-crime policies have a body of evidence now — and it's damning.,H1
68352,T0068353,Honored to meet with veterans in Harrisburg today. We owe them more than words.,H1
25841,T0025842,Dark money is drowning out TX voices. I support full disclosure of every political dollar.,H1
80967,T0080968,Price transparency and competition will lower costs faster than any government mandate.,H1
21204,T0021205,Diplomacy first. Endless wars cost MS families dearly — in lives and in dollars.,H1
92670,T0092671,"I'll fight to expand Medicaid and cap insulin costs for every patient, not just some.",H1
13962,T0013963,RT @ProgressNowDaily: Our latest polling roundup for the 2022 midterms is live. Key races tightening.,H1
4796,T0004797,RT @FreeMarketForum: Our latest polling roundup for the 2022 midterms is live. Key races tightening.,H1
83858,T0083859,Gun violence is a public health crisis. Prevention works — I've seen it in Newport.,H1
20728,T0020729,Secure the border. Period. I'll fund the wall and back our Border Patrol agents 100%.,H1
71463,T0071464,Our kids practice lockdown drills while Congress practices excuses. Enough. Pass red flag laws.,H1
87058,T0087059,Voting should be easy and secure — for everyone. I'll fight voter suppression wherever it appears.,H1
59039,T0059040,Join us Saturday at 6pm for a town hall in Springdale! Doors open early — bring your questions.,H1
72439,T0072440,RT @BorderWatchNet: Debate schedule for the fall is out. Full calendar at the link.,H1
26199,T0026200,RT @HeartlandDispatch: Study: universal pre-K pays for itself within a decade. Pass it on.,H1
61138,T0061139,Early voting starts soon in NY. Make your plan now — every single vote counts.,H1
101042,T0101043,Toured the new energy facility in Millbrook today. FL workers are second to none.,H1
88513,T0088514,"Every family in IN deserves access to quality, affordable care. Full stop.",H1
57184,T0057185,"Family separation is a moral stain. We need humane, orderly immigration reform — not cruelty as policy.",H1
46658,T0046659,Washington-run healthcare means longer waits and fewer choices. I'll defend private options for CA families.,H1
49684,T0049685,"Phone bank tonight at 10am! Grab a coffee and join us — training provided, no experience needed.",H1
30439,T0030440,Secure the border. Period. I'll fund the wall and back our Border Patrol agents 100%.,H1
18517,T0018518,RT @HeritageHorizon: New analysis: energy mandates will raise household electric bills sharply. Voters deserve the truth.,H1
52209,T0052210,Toured the new energy facility in Bellview today. NH workers are second to none.,H1
4595,T0004596,"Lower taxes, less government, more freedom. That's how we get GA's economy roaring again.",H1
98332,T0098333,Voting should be easy and secure — for everyone. I'll fight voter suppression wherever it appears.,H1
66456,T0066457,Early voting starts soon in NY. Make your plan now — every single vote counts.,H1
20932,T0020933,"Standing with our allies isn't weakness, it's strength. Alliances keep Americans safe.",H1
59337,T0059338,Catch-and-release is over when I get to Washington. We need real deterrence at the border.,H1
3087,T0003088,Toured the new energy facility in Kingsport today. OH workers are second to none.,H1
20770,T0020771,Stopped by Greenville Elementary today. Our teachers are heroes — period.,H1
1908,T0001909,Visited the community health center in Cedar Falls — grateful for the nurses and staff who keep it running.,H1
14457,T0014458,Met with local business owners in Summit today about what they need to grow and hire.,H1
4348,T0004349,Corporate consolidation is squeezing family farms and small businesses. We need real antitrust enforcement.,H1
58053,T0058054,Rode along with Madison Heights officers last night. Grateful for what they do every shift.,H1
39024,T0039025,Yard signs are IN. Swing by the Lakewood office and grab one this weekend!,H1
88562,T0088563,Every family deserves a safe neighborhood. Law and order is on the ballot.,H1
48883,T0048884,Stopped by Fairview Elementary today. Our teachers are heroes — period.,H1
93090,T0093091,Honored to meet with veterans in Madison Heights today. We owe them more than words.,H1
43359,T0043360,"Our new ad is live. Watch it, share it, and chip in $5 if you can.",H1
9009,T0009010,Our immigration system has been broken for decades. Both parties share the blame — PA deserves solutions.,H1
47220,T0047221,"School choice gives every NY family a shot at a great education, regardless of zip code.",H1
86855,T0086856,I am proudly pro-life and will always defend the unborn.,H1
17991,T0017992,Diplomacy first. Endless wars cost NY families dearly — in lives and in dollars.,H1
84302,T0084303,Corporate consolidation is squeezing family farms and small businesses. We need real antitrust enforcement.,H1
89480,T0089481,Early voting starts soon in UT. Make your plan now — every single vote counts.,H1
77230,T0077231,"Lower taxes, less government, more freedom. That's how we get IL's economy roaring again.",H1
59176,T0059177,RT @HeritageHorizon: Poll: overwhelming majority supports voter ID. This shouldn't be controversial.,H1
92537,T0092538,Filed our FEC report: best fundraising quarter yet. Thank you to every supporter.,H1
45435,T0045436,"I'll always back the blue. Our officers in WY deserve support, not defunding.",H1
67138,T0067139,Rode along with Alton officers last night. Grateful for what they do every shift.,H1
64555,T0064556,Toured the new energy facility in Oak Ridge today. MT workers are second to none.,H1
17833,T0017834,Dark money is drowning out CA voices. I support full disclosure of every political dollar.,H1
28460,T0028461,RT @VotingRightsWatch: Study: universal pre-K pays for itself within a decade. Pass it on.,H1
15766,T0015767,RT @FaithAndFlagDaily: Border crossings surge again — where is the accountability?,H1
61622,T0061623,RT @FreeMarketForum: Our latest polling roundup for the 2022 midterms is live. Key races tightening.,H1
47437,T0047438,"I'll fight to expand Medicaid and cap insulin costs for every patient, not just some.",H1
95816,T0095817,"Family separation is a moral stain. We need humane, orderly immigration reform — not cruelty as policy.",H1
72696,T0072697,Join us Saturday at 2pm for a town hall in Riverton! Doors open early — bring your questions.,H1
24443,T0024444,RT @TheDailyLedgerUS: Debate schedule for the fall is out. Full calendar at the link.,H1
53153,T0053154,"Every kid in IA deserves a great public school — fully funded, with teachers paid what they're worth.",H1
19782,T0019783,RT @HeartlandDispatch: Turnout in this week's primaries beat 2018 levels in most counties.,H1
65432,T0065433,RT @HeritageHorizon: New analysis: energy mandates will raise household electric bills sharply. Voters deserve the truth.,H1
46496,T0046497,Debate night. Watch live at 7pm and see the contrast for yourself.,H1
82527,T0082528,Visited the community health center in Cedar Falls — grateful for the nurses and staff who keep it running.,H1
55230,T0055231,Toured the new energy facility in Cedar Falls today. CA workers are second to none.,H1
73098,T0073099,"Get politics out of the classroom and get back to reading, writing, and math.",H1
2013,T0002014,RT @CivicSignal: Poll: overwhelming majority supports voter ID. This shouldn't be controversial.,H1
94490,T0094491,RT @TheDailyLedgerUS: Our latest polling roundup for the 2022 midterms is live. Key races tightening.,H1
72433,T0072434,This issue is deeply personal for families across ID. I'll always listen first.,H1
21283,T0021284,Politicians have no place in the exam room. I trust women.,H1
99321,T0099322,Our immigration system has been broken for decades. Both parties share the blame — CA deserves solutions.,H1
773,T0000774,"Lower taxes, less government, more freedom. That's how we get LA's economy roaring again.",H1
3072,T0003073,Inflation is a tax on every family. Washington's reckless spending has to stop.,H1
46711,T0046712,Democracy works when we show up. Check your registration today — link in bio.,H1
43897,T0043898,Small businesses in NM are drowning in red tape. I'll cut job-killing regulations on day one.,H1
45395,T0045396,Peace through strength. A strong military is the best guarantee our enemies stay in check.,H1
47917,T0047918,Join us Saturday at 2pm for a town hall in Clayton! Doors open early — bring your questions.,H1
56597,T0056598,"Immigrants power OK's farms, hospitals, and small businesses. Our economy depends on fixing this broken system.",H1
87593,T0087594,Washington elites think they know better than NC voters. I trust the people.,H1
104454,T0104455,Rural hospitals in AZ are closing while insurers post record profits. That ends when we hold them accountable.,H1
45288,T0045289,RT @CivicSignal: Turnout in this week's primaries beat 2018 levels in most counties.,H1
59939,T0059940,RT @TaxpayersFirstOrg: New analysis: energy mandates will raise household electric bills sharply. Voters deserve the truth.,H1
67524,T0067525,"The Second Amendment isn't negotiable. I'll oppose every gun grab, every time.",H1
88876,T0088877,Patients and doctors should make health decisions — not government bureaucrats.,H1
52595,T0052596,"Happy Labor Day from our family to yours, MO!",H1
94761,T0094762,Early voting starts soon in AL. Make your plan now — every single vote counts.,H1
100272,T0100273,Catch-and-release is over when I get to Washington. We need real deterrence at the border.,H1
71622,T0071623,RT @StatehouseWire: Turnout in this week's primaries beat 2018 levels in most counties.,H1
76840,T0076841,Politicians have no place in the exam room. I trust women.,H1
73481,T0073482,RT @GreenFutureFund: REPORT: Federal regulations cost small businesses billions last year. Time to cut the red tape.,H1
75704,T0075705,Knocking doors in Georgetown with an incredible team of volunteers today. The energy is real!,H1
9215,T0009216,RT @FaithAndFlagDaily: REPORT: Federal regulations cost small businesses billions last year. Time to cut the red tape.,H1
56296,T0056297,Met with law enforcement and community leaders in Harrisburg about keeping our neighborhoods safe.,H1
89909,T0089910,Price transparency and competition will lower costs faster than any government mandate.,H1
28206,T0028207,Catch-and-release is over when I get to Washington. We need real deterrence at the border.,H1
16955,T0016956,RT @SecondAmendmentNow: Debate schedule for the fall is out. Full calendar at the link.,H1
75784,T0075785,"Every family in GA deserves access to quality, affordable care. Full stop.",H1
70217,T0070218,Visited the community health center in Oak Ridge — grateful for the nurses and staff who keep it running.,H1
27590,T0027591,Stopped by Oak Ridge Elementary today. Our teachers are heroes — period.,H1
53897,T0053898,RT @CarePolicyProject: Voter purges are quietly accelerating ahead of the midterms. We're tracking every state.,H1
91262,T0091263,Filed our FEC report: best fundraising quarter yet. Thank you to every supporter.,H1
53222,T0053223,"Phone bank tonight at noon! Grab a coffee and join us — training provided, no experience needed.",H1
49662,T0049663,Corporate consolidation is squeezing family farms and small businesses. We need real antitrust enforcement.,H1
13767,T0013768,RT @SecondAmendmentNow: Debate schedule for the fall is out. Full calendar at the link.,H1
92098,T0092099,"Phone bank tonight at 7pm! Grab a coffee and join us — training provided, no experience needed.",H1
59941,T0059942,RT @SecondAmendmentNow: REPORT: Federal regulations cost small businesses billions last year. Time to cut the red tape.,H1
22263,T0022264,"School choice gives every CA family a shot at a great education, regardless of zip code.",H1
77689,T0077690,RT @FreeMarketForum: Border crossings surge again — where is the accountability?,H1
83949,T0083950,China is eating our lunch on trade and technology. I'll put American workers first.,H1
52663,T0052664,RT @GreenFutureFund: This map of clean-energy job growth should be front-page news.,H1
60177,T0060178,RT @PatriotPressWire: REPORT: Federal regulations cost small businesses billions last year. Time to cut the red tape.,H1
40171,T0040172,Corporate consolidation is squeezing family farms and small businesses. We need real antitrust enforcement.,H1
55987,T0055988,RT @CarePolicyProject: REPORT: Federal regulations cost small businesses billions last year. Time to cut the red tape.,H1
103993,T0103994,RT @TaxpayersFirstOrg: New analysis: energy mandates will raise household electric bills sharply. Voters deserve the truth.,H1
5369,T0005370,"Human rights must be at the center of American foreign policy, not an afterthought.",H1
44136,T0044137,Join us Saturday at 6pm for a town hall in Greenville! Doors open early — bring your questions.,H1
77691,T0077692,Life is precious. I'll support policies that protect mothers and babies alike.,H1
7532,T0007533,"The climate crisis is here — OK families are paying for it in floods, fires, and insurance bills. We need clean energy now.",H1
34011,T0034012,RT @ProgressNowDaily: ICYMI: our candidate tracker now covers every House and Senate race. Bookmark it.,H1
97500,T0097501,RT @PublicSquareNews: Border crossings surge again — where is the accountability?,H1
61177,T0061178,RT @BorderWatchNet: Turnout in this week's primaries beat 2018 levels in most counties.,H1
32272,T0032273,Parents — not bureaucrats — should decide what their kids learn. I'll fight for parental rights in every classroom.,H1
23797,T0023798,RT @GreenFutureFund: Study: universal pre-K pays for itself within a decade. Pass it on.,H1
17902,T0017903,Rode along with Riverton officers last night. Grateful for what they do every shift.,H1
57884,T0057885,This issue is deeply personal for families across VA. I'll always listen first.,H1
83813,T0083814,RT @FaithAndFlagDaily: Border crossings surge again — where is the accountability?,H1
53053,T0053054,Every family deserves a safe neighborhood. Law and order is on the ballot.,H1
63872,T0063873,Rode along with Kingsport officers last night. Grateful for what they do every shift.,H1
25319,T0025320,Rode along with Madison Heights officers last night. Grateful for what they do every shift.,H1
59549,T0059550,"We just crossed 50,000 grassroots donors! Average gift: $27. This campaign is powered by people, not PACs.",H1
7709,T0007710,RT @FreeMarketForum: Border crossings surge again — where is the accountability?,H1
45286,T0045287,Patients and doctors should make health decisions — not government bureaucrats.,H1
30893,T0030894,Early voting starts soon in MD. Make your plan now — every single vote counts.,H1
29918,T0029919,"New endorsement dropping tomorrow morning. Stay tuned, TX!",H1
73178,T0073179,Corporate consolidation is squeezing family farms and small businesses. We need real antitrust enforcement.,H1
36438,T0036439,"We just crossed 25,000 grassroots donors! Average gift: $27. This campaign is powered by people, not PACs.",H1
49740,T0049741,Diplomacy first. Endless wars cost KY families dearly — in lives and in dollars.,H1
72382,T0072383,Inflation is a tax on every family. Washington's reckless spending has to stop.,H1
27635,T0027636,Secure the border. Period. I'll fund the wall and back our Border Patrol agents 100%.,H1
32564,T0032565,Every family deserves a safe neighborhood. Law and order is on the ballot.,H1
15825,T0015826,Debate night. Watch live at 2pm and see the contrast for yourself.,H1
31516,T0031517,Rural hospitals in NC are closing while insurers post record profits. That ends when we hold them accountable.,H1
12127,T0012128,Rode along with Kingsport officers last night. Grateful for what they do every shift.,H1
35538,T0035539,"Our new ad is live. Watch it, share it, and chip in $5 if you can.",H1
72279,T0072280,Catch-and-release is over when I get to Washington. We need real deterrence at the border.,H1
71995,T0071996,"Book bans don't protect kids. Librarians and teachers deserve our trust, not harassment.",H1
43073,T0043074,RT @HeartlandDispatch: Voter purges are quietly accelerating ahead of the midterms. We're tracking every state.,H1
45532,T0045533,Stopped by Alton Elementary today. Our teachers are heroes — period.,H1
33383,T0033384,RT @StatehouseWire: Debate schedule for the fall is out. Full calendar at the link.,H1
73949,T0073950,Rode along with Bellview officers last night. Grateful for what they do every shift.,H1
18817,T0018818,Student debt is holding back a generation. I support relief and free community college.,H1
51358,T0051359,Criminals don't follow gun laws — disarming law-abiding MI citizens makes us less safe.,H1
22895,T0022896,Government doesn't create prosperity — entrepreneurs do. Let's get Washington out of the way.,H1
59137,T0059138,We can protect people with pre-existing conditions without a big-government takeover of medicine.,H1
34824,T0034825,Secure the border. Period. I'll fund the wall and back our Border Patrol agents 100%.,H1
30148,T0030149,RT @CarePolicyProject: Border crossings surge again — where is the accountability?,H1
60154,T0060155,Visited the community health center in Clayton — grateful for the nurses and staff who keep it running.,H1
16715,T0016716,"We just crossed 15,000 grassroots donors! Average gift: $27. This campaign is powered by people, not PACs.",H1
57856,T0057857,"American energy independence means drilling here, mining here, and building pipelines here.",H1
21186,T0021187,Peace through strength. A strong military is the best guarantee our enemies stay in check.,H1
88296,T0088297,Toured the new energy facility in Greenville today. OH workers are second to none.,H1
70418,T0070419,Dreamers are Americans in every way but paperwork. I'll vote for a pathway to citizenship.,H1
91726,T0091727,RT @SecondAmendmentNow: BREAKING: Another state expands Medicaid — and rural hospitals immediately benefit.,H1
35839,T0035840,Met with local business owners in Lakewood today about what they need to grow and hire.,H1
79189,T0079190,Every family deserves a safe neighborhood. Law and order is on the ballot.,H1
20925,T0020926,Our immigration system has been broken for decades. Both parties share the blame — CA deserves solutions.,H1
49596,T0049597,"Every family in MN deserves access to quality, affordable care. Full stop.",H1
34499,T0034500,Union jobs built the middle class. I'm proud to stand with workers on the picket line in NY.,H1
67496,T0067497,Big Oil made record profits while your utility bill doubled. I'll end their subsidies.,H1
15616,T0015617,China is eating our lunch on trade and technology. I'll put American workers first.,H1
81385,T0081386,Our immigration system has been broken for decades. Both parties share the blame — VA deserves solutions.,H1
6900,T0006901,"Phone bank tonight at 7pm! Grab a coffee and join us — training provided, no experience needed.",H1
88170,T0088171,Debate night. Watch live at 5:30pm and see the contrast for yourself.,H1
82236,T0082237,"I'll fight to expand Medicaid and cap insulin costs for every patient, not just some.",H1
90179,T0090180,Debate night. Watch live at 2pm and see the contrast for yourself.,H1
8870,T0008871,"The climate crisis is here — NY families are paying for it in floods, fires, and insurance bills. We need clean energy now.",H1
72745,T0072746,RT @BorderWatchNet: Crime stats out this morning. Soft-on-crime policies have a body of evidence now — and it's damning.,H1
80334,T0080335,"Human rights must be at the center of American foreign policy, not an afterthought.",H1
60214,T0060215,"I'll always back the blue. Our officers in SC deserve support, not defunding.",H1
18818,T0018819,Filed our FEC report: best fundraising quarter yet. Thank you to every supporter.,H1
60299,T0060300,RT @StatehouseWire: Crime stats out this morning. Soft-on-crime policies have a body of evidence now — and it's damning.,H1
83107,T0083108,RT @FaithAndFlagDaily: Poll: overwhelming majority supports voter ID. This shouldn't be controversial.,H1
76122,T0076123,Election integrity matters. Voter ID is common sense and most Americans agree.,H1
51084,T0051085,Our immigration system has been broken for decades. Both parties share the blame — AK deserves solutions.,H1
74583,T0074584,RT @WorkersUnitedHQ: Turnout in this week's primaries beat 2018 levels in most counties.,H1
42398,T0042399,"Our new ad is live. Watch it, share it, and chip in $5 if you can.",H1
5049,T0005050,Honored to meet with veterans in Franklin today. We owe them more than words.,H1
27568,T0027569,Price transparency and competition will lower costs faster than any government mandate.,H1
19407,T0019408,"New endorsement dropping tomorrow morning. Stay tuned, NC!",H1
87229,T0087230,Protecting our air and water isn't radical — poisoning them for profit is.,H1
88917,T0088918,Talked supply chains and manufacturing with workers at the plant in Franklin this morning.,H1
7507,T0007508,RT @FaithAndFlagDaily: Border crossings surge again — where is the accountability?,H1
62251,T0062252,Yard signs are IN. Swing by the Alton office and grab one this weekend!,H1
42302,T0042303,Filed our FEC report: best fundraising quarter yet. Thank you to every supporter.,H1
89225,T0089226,Filed our FEC report: best fundraising quarter yet. Thank you to every supporter.,H1
82743,T0082744,Patients and doctors should make health decisions — not government bureaucrats.,H1
81993,T0081994,Met with law enforcement and community leaders in Summit about keeping our neighborhoods safe.,H1
78775,T0078776,"Illegal immigration drives down wages for VA workers. Enforce the law, protect American jobs.",H1
103706,T0103707,Yard signs are IN. Swing by the Oak Ridge office and grab one this weekend!,H1
15902,T0015903,RT @PatriotPressWire: Crime stats out this morning. Soft-on-crime policies have a body of evidence now — and it's damning.,H1
89306,T0089307,"Phone bank tonight at 2pm! Grab a coffee and join us — training provided, no experience needed.",H1
33263,T0033264,Stopped by Fairview Elementary today. Our teachers are heroes — period.,H1
56837,T0056838,"Book bans don't protect kids. Librarians and teachers deserve our trust, not harassment.",H1
70277,T0070278,Soft-on-crime policies have consequences. I'll fight for tougher sentences for violent offenders.,H1
97308,T0097309,Stopped by Alton Elementary today. Our teachers are heroes — period.,H1
83231,T0083232,"Lower taxes, less government, more freedom. That's how we get OH's economy roaring again.",H1
76694,T0076695,Not one more dime overseas until we take care of our own veterans here in NY.,H1
103557,T0103558,Government doesn't create prosperity — entrepreneurs do. Let's get Washington out of the way.,H1
24475,T0024476,Filed our FEC report: best fundraising quarter yet. Thank you to every supporter.,H1
81613,T0081614,Honored to meet with veterans in Millbrook today. We owe them more than words.,H1
66840,T0066841,Healthcare is a human right. No one in IL should go bankrupt because they got sick.,H1
90324,T0090325,"The climate crisis is here — SD families are paying for it in floods, fires, and insurance bills. We need clean energy now.",H1
81257,T0081258,RT @CarePolicyProject: Turnout in this week's primaries beat 2018 levels in most counties.,H1
88593,T0088594,Stopped by Franklin Elementary today. Our teachers are heroes — period.,H1
64915,T0064916,Our immigration system has been broken for decades. Both parties share the blame — CA deserves solutions.,H1
20851,T0020852,This issue is deeply personal for families across PA. I'll always listen first.,H1
11115,T0011116,Debate night. Watch live at 10am and see the contrast for yourself.,H1
29263,T0029264,Rode along with Greenville officers last night. Grateful for what they do every shift.,H1
18736,T0018737,Toured the new energy facility in Dover Plains today. MI workers are second to none.,H1
96740,T0096741,Filed our FEC report: best fundraising quarter yet. Thank you to every supporter.,H1
14552,T0014553,"Happy Fourth of July from our family to yours, CA!",H1
92074,T0092075,Politicians have no place in the exam room. I trust women.,H1
54342,T0054343,Talked supply chains and manufacturing with workers at the plant in Cedar Falls this morning.,H1
100006,T0100007,RT @StatehouseWire: Border crossings surge again — where is the accountability?,H1
67365,T0067366,RT @BorderWatchNet: Border crossings surge again — where is the accountability?,H1
87164,T0087165,Stopped by Dover Plains Elementary today. Our teachers are heroes — period.,H1
20297,T0020298,Healthcare is a human right. No one in AZ should go bankrupt because they got sick.,H1
104154,T0104155,Knocking doors in Lakewood with an incredible team of volunteers today. The energy is real!,H1
76949,T0076950,RT @SecondAmendmentNow: Crime stats out this morning. Soft-on-crime policies have a body of evidence now — and it's damning.,H1
60500,T0060501,"American energy independence means drilling here, mining here, and building pipelines here.",H1
59884,T0059885,"Immigrants power OK's farms, hospitals, and small businesses. Our economy depends on fixing this broken system.",H1
60293,T0060294,Washington-run healthcare means longer waits and fewer choices. I'll defend private options for FL families.,H1
53526,T0053527,RT @TaxpayersFirstOrg: Border crossings surge again — where is the accountability?,H1
28505,T0028506,"I'll fight to expand Medicaid and cap insulin costs for every patient, not just some.",H1
61580,T0061581,Sanctuary policies put NY communities at risk. I'll end them.,H1
64316,T0064317,"Clean energy jobs are the future, and FL can lead. I'll fight for wind, solar, and battery manufacturing here at home.",H1
76667,T0076668,Honored to meet with veterans in Bremerton today. We owe them more than words.,H1
27177,T0027178,RT @BorderWatchNet: REPORT: Federal regulations cost small businesses billions last year. Time to cut the red tape.,H1
80233,T0080234,The radical Green agenda would crush MN jobs and spike your electric bill. I'll stop it.,H1
77172,T0077173,Voting should be easy and secure — for everyone. I'll fight voter suppression wherever it appears.,H1
103639,T0103640,RT @VotingRightsWatch: ICYMI: our candidate tracker now covers every House and Senate race. Bookmark it.,H1
58723,T0058724,Dreamers are Americans in every way but paperwork. I'll vote for a pathway to citizenship.,H1
58353,T0058354,Corporate consolidation is squeezing family farms and small businesses. We need real antitrust enforcement.,H1
98597,T0098598,Talked supply chains and manufacturing with workers at the plant in Springdale this morning.,H1
67811,T0067812,Honored to meet with veterans in Harrisburg today. We owe them more than words.,H1
30037,T0030038,Inflation is a tax on every family. Washington's reckless spending has to stop.,H1
82791,T0082792,Dreamers are Americans in every way but paperwork. I'll vote for a pathway to citizenship.,H1
32039,T0032040,Debate night. Watch live at 5:30pm and see the contrast for yourself.,H1
25156,T0025157,We must balance the budget like every family in WA has to. No more blank checks.,H1
65169,T0065170,RT @BorderWatchNet: Turnout in this week's primaries beat 2018 levels in most counties.,H1
45027,T0045028,Yard signs are IN. Swing by the Franklin office and grab one this weekend!,H1
79113,T0079114,"The Second Amendment isn't negotiable. I'll oppose every gun grab, every time.",H1
4540,T0004541,"Get politics out of the classroom and get back to reading, writing, and math.",H1
22667,T0022668,Small businesses in TX are drowning in red tape. I'll cut job-killing regulations on day one.,H1
68920,T0068921,"Abortion is healthcare, and healthcare decisions belong to patients — not politicians.",H1
35319,T0035320,Stopped by Georgetown Elementary today. Our teachers are heroes — period.,H1
51654,T0051655,RT @BorderWatchNet: REPORT: Federal regulations cost small businesses billions last year. Time to cut the red tape.,H1
2735,T0002736,RT @PublicSquareNews: BREAKING: Another state expands Medicaid — and rural hospitals immediately benefit.,H1
87859,T0087860,I am proudly pro-life and will always defend the unborn.,H1
54624,T0054625,I'm a proud gun owner and I'll defend your constitutional rights in Washington.,H1
57862,T0057863,RT @HeritageHorizon: This map of clean-energy job growth should be front-page news.,H1
33081,T0033082,Our immigration system has been broken for decades. Both parties share the blame — NY deserves solutions.,H1
81065,T0081066,"Standing with our allies isn't weakness, it's strength. Alliances keep Americans safe.",H1
82043,T0082044,Patients and doctors should make health decisions — not government bureaucrats.,H1
32009,T0032010,"The Second Amendment isn't negotiable. I'll oppose every gun grab, every time.",H1
57422,T0057423,Thank you Bremerton! Standing room only tonight. This movement is growing every single day.,H1
54657,T0054658,RT @TaxpayersFirstOrg: New analysis: energy mandates will raise household electric bills sharply. Voters deserve the truth.,H1
48201,T0048202,RT @HeritageHorizon: New analysis: energy mandates will raise household electric bills sharply. Voters deserve the truth.,H1
95710,T0095711,Visited the community health center in Summit — grateful for the nurses and staff who keep it running.,H1
17093,T0017094,RT @LibertyLedger: Border crossings surge again — where is the accountability?,H1
5065,T0005066,We can back the police AND demand accountability. Those aren't opposites.,H1
8181,T0008182,Stopped by Greenville Elementary today. Our teachers are heroes — period.,H1
30322,T0030323,Toured the new energy facility in Clayton today. TX workers are second to none.,H1
63790,T0063791,Democracy works when we show up. Check your registration today — link in bio.,H1
101139,T0101140,RT @LibertyLedger: BREAKING: Another state expands Medicaid — and rural hospitals immediately benefit.,H1
6191,T0006192,Met with local business owners in Bellview today about what they need to grow and hire.,H1
76052,T0076053,Rode along with Georgetown officers last night. Grateful for what they do every shift.,H1
37735,T0037736,Secure the border. Period. I'll fund the wall and back our Border Patrol agents 100%.,H1
53084,T0053085,"Happy New Year from our family to yours, OH!",H1
13040,T0013041,RT @BorderWatchNet: Voter purges are quietly accelerating ahead of the midterms. We're tracking every state.,H1
79409,T0079410,RT @PatriotPressWire: Crime stats out this morning. Soft-on-crime policies have a body of evidence now — and it's damning.,H1
890,T0000891,"Abortion is healthcare, and healthcare decisions belong to patients — not politicians.",H1
62374,T0062375,This issue is deeply personal for families across MA. I'll always listen first.,H1
6632,T0006633,Soft-on-crime policies have consequences. I'll fight for tougher sentences for violent offenders.,H1
37312,T0037313,I'm a proud gun owner and I'll defend your constitutional rights in Washington.,H1
59388,T0059389,RT @PatriotPressWire: REPORT: Federal regulations cost small businesses billions last year. Time to cut the red tape.,H1
103273,T0103274,RT @BorderWatchNet: New analysis: energy mandates will raise household electric bills sharply. Voters deserve the truth.,H1
41087,T0041088,I will vote to restore Roe's protections nationwide. UT women deserve nothing less.,H1
63236,T0063237,Rode along with Franklin officers last night. Grateful for what they do every shift.,H1
28762,T0028763,Taxpayer dollars should never fund abortion. I'll hold that line in Congress.,H1
41198,T0041199,"Our new ad is live. Watch it, share it, and chip in $5 if you can.",H1
86731,T0086732,RT @ProgressNowDaily: This map of clean-energy job growth should be front-page news.,H1
47945,T0047946,Washington-run healthcare means longer waits and fewer choices. I'll defend private options for AL families.,H1
72373,T0072374,Toured the new energy facility in Harrisburg today. NY workers are second to none.,H1
50008,T0050009,RT @MainStreetMonitor: ICYMI: our candidate tracker now covers every House and Senate race. Bookmark it.,H1
75907,T0075908,"Our new ad is live. Watch it, share it, and chip in $5 if you can.",H1
10183,T0010184,RT @StatehouseWire: Turnout in this week's primaries beat 2018 levels in most counties.,H1
3641,T0003642,Stopped by Georgetown Elementary today. Our teachers are heroes — period.,H1
69157,T0069158,RT @PatriotPressWire: New analysis: energy mandates will raise household electric bills sharply. Voters deserve the truth.,H1
101878,T0101879,Democracy works when we show up. Check your registration today — link in bio.,H1
41412,T0041413,Talked supply chains and manufacturing with workers at the plant in Lakewood this morning.,H1
64463,T0064464,Visited the community health center in Lakewood — grateful for the nurses and staff who keep it running.,H1
37329,T0037330,The radical Green agenda would crush OH jobs and spike your electric bill. I'll stop it.,H1
96530,T0096531,RT @SecondAmendmentNow: Border crossings surge again — where is the accountability?,H1
31918,T0031919,Diplomacy first. Endless wars cost CA families dearly — in lives and in dollars.,H1
49070,T0049071,"Get politics out of the classroom and get back to reading, writing, and math.",H1
65309,T0065310,RT @HeritageHorizon: ICYMI: our candidate tracker now covers every House and Senate race. Bookmark it.,H1
85265,T0085266,Childcare costs are crushing parents in IL. My plan caps costs and invests in providers.,H1
45316,T0045317,Talked supply chains and manufacturing with workers at the plant in Franklin this morning.,H1
42363,T0042364,We must balance the budget like every family in TX has to. No more blank checks.,H1
49099,T0049100,"I'll always back the blue. Our officers in FL deserve support, not defunding.",H1
22041,T0022042,Democracy works when we show up. Check your registration today — link in bio.,H1
18245,T0018246,Protecting our air and water isn't radical — poisoning them for profit is.,H1
