row_idx,tweet_id,half,theme_id
54317,T0054318,H2,16
79192,T0079193,H2,12
39712,T0039713,H2,13
83768,T0083769,H2,18
33943,T0033944,H2,13
31747,T0031748,H2,23
70833,T0070834,H2,21
93777,T0093778,H2,19
24195,T0024196,H2,5
13072,T0013073,H2,15
5963,T0005964,H2,4
29196,T0029197,H2,17
25192,T0025193,H2,24
2375,T0002376,H2,21
90051,T0090052,H2,5
37790,T0037791,H2,15
15012,T0015013,H2,3
9782,T0009783,H2,13
89002,T0089003,H2,6
77997,T0077998,H2,7
32073,T0032074,H2,11
88191,T0088192,H2,6
90376,T0090377,H2,0
100094,T0100095,H2,15
55011,T0055012,H2,20
44767,T0044768,H2,8
11174,T0011175,H2,13
22877,T0022878,H2,13
103846,T0103847,H2,15
2826,T0002827,H2,0
14403,T0014404,H2,0
63428,T0063429,H2,0
37557,T0037558,H2,0
81560,T0081561,H2,21
24413,T0024414,H2,15
74370,T0074371,H2,6
81032,T0081033,H2,13
86679,T0086680,H2,22
25533,T0025534,H2,0
64930,T0064931,H2,3
20674,T0020675,H2,8
8255,T0008256,H2,8
46943,T0046944,H2,8
49986,T0049987,H2,15
85456,T0085457,H2,11
95208,T0095209,H2,4
8791,T0008792,H2,13
79322,T0079323,H2,22
24776,T0024777,H2,3
38448,T0038449,H2,4
93754,T0093755,H2,15
28542,T0028543,H2,4
99911,T0099912,H2,23
97006,T0097007,H2,2
27416,T0027417,H2,18
11060,T0011061,H2,3
10196,T0010197,H2,4
6914,T0006915,H2,21
11712,T0011713,H2,22
3386,T0003387,H2,6
37128,T0037129,H2,1
63207,T0063208,H2,3
65630,T0065631,H2,9
40343,T0040344,H2,22
43467,T0043468,H2,1
73457,T0073458,H2,13
57527,T0057528,H2,15
46847,T0046848,H2,17
86352,T0086353,H2,23
42507,T0042508,H2,15
8891,T0008892,H2,23
98133,T0098134,H2,1
85600,T0085601,H2,23
88966,T0088967,H2,4
81171,T0081172,H2,12
7759,T0007760,H2,22
65732,T0065733,H2,1
57167,T0057168,H2,21
58973,T0058974,H2,4
41611,T0041612,H2,0
76415,T0076416,H2,4
18962,T0018963,H2,15
68796,T0068797,H2,9
72135,T0072136,H2,4
30800,T0030801,H2,23
29357,T0029358,H2,17
6923,T0006924,H2,9
3430,T0003431,H2,21
4162,T0004163,H2,10
43656,T0043657,H2,0
68440,T0068441,H2,13
19201,T0019202,H2,4
65527,T0065528,H2,12
60650,T0060651,H2,0
73719,T0073720,H2,9
27629,T0027630,H2,4
76878,T0076879,H2,10
80767,T0080768,H2,23
56185,T0056186,H2,11
7701,T0007702,H2,6
62571,T0062572,H2,21
53892,T0053893,H2,23
45119,T0045120,H2,15
30868,T0030869,H2,15
27689,T0027690,H2,4
32298,T0032299,H2,9
40824,T0040825,H2,20
67203,T0067204,H2,2
96684,T0096685,H2,18
9310,T0009311,H2,19
44267,T0044268,H2,9
18618,T0018619,H2,23
72918,T0072919,H2,9
45980,T0045981,H2,9
90843,T0090844,H2,0
38569,T0038570,H2,8
85806,T0085807,H2,10
102973,T0102974,H2,12
84420,T0084421,H2,18
28476,T0028477,H2,4
6988,T0006989,H2,13
85946,T0085947,H2,6
72412,T0072413,H2,8
26763,T0026764,H2,3
64370,T0064371,H2,5
63693,T0063694,H2,14
84706,T0084707,H2,14
67010,T0067011,H2,15
94460,T0094461,H2,5
46126,T0046127,H2,3
81640,T0081641,H2,2
53655,T0053656,H2,8
4384,T0004385,H2,5
61930,T0061931,H2,4
103120,T0103121,H2,3
76281,T0076282,H2,6
14900,T0014901,H2,20
30324,T0030325,H2,23
58277,T0058278,H2,13
55475,T0055476,H2,15
103605,T0103606,H2,15
90532,T0090533,H2,13
20509,T0020510,H2,4
9881,T0009882,H2,1
54681,T0054682,H2,15
26094,T0026095,H2,16
50208,T0050209,H2,1
61273,T0061274,H2,18
45340,T0045341,H2,5
8630,T0008631,H2,12
56900,T0056901,H2,8
23575,T0023576,H2,20
20351,T0020352,H2,21
100367,T0100368,H2,17
46918,T0046919,H2,2
35504,T0035505,H2,9
41970,T0041971,H2,4
53626,T0053627,H2,4
95741,T0095742,H2,4
64840,T0064841,H2,18
91331,T0091332,H2,5
2810,T0002811,H2,8
102217,T0102218,H2,15
78188,T0078189,H2,23
10864,T0010865,H2,16
72639,T0072640,H2,11
71224,T0071225,H2,4
88339,T0088340,H2,15
94758,T0094759,H2,17
77349,T0077350,H2,16
61281,T0061282,H2,4
32710,T0032711,H2,15
37032,T0037033,H2,15
49142,T0049143,H2,12
89500,T0089501,H2,15
12895,T0012896,H2,20
12139,T0012140,H2,16
33522,T0033523,H2,5
77403,T0077404,H2,4
53306,T0053307,H2,9
38282,T0038283,H2,15
101315,T0101316,H2,9
26508,T0026509,H2,18
15259,T0015260,H2,24
27059,T0027060,H2,3
41046,T0041047,H2,23
96513,T0096514,H2,0
55150,T0055151,H2,23
30106,T0030107,H2,8
97013,T0097014,H2,23
102057,T0102058,H2,15
78068,T0078069,H2,24
44215,T0044216,H2,11
60117,T0060118,H2,1
29999,T0030000,H2,6
46104,T0046105,H2,23
58383,T0058384,H2,1
49010,T0049011,H2,0
3607,T0003608,H2,4
82841,T0082842,H2,2
41014,T0041015,H2,20
71580,T0071581,H2,6
31510,T0031511,H2,21
90939,T0090940,H2,1
66490,T0066491,H2,15
75796,T0075797,H2,14
69739,T0069740,H2,24
54168,T0054169,H2,20
83414,T0083415,H2,15
16634,T0016635,H2,0
1245,T0001246,H2,15
57137,T0057138,H2,5
64942,T0064943,H2,9
8622,T0008623,H2,4
9115,T0009116,H2,8
24077,T0024078,H2,8
24886,T0024887,H2,13
74514,T0074515,H2,12
25640,T0025641,H2,3
46628,T0046629,H2,23
61456,T0061457,H2,21
62062,T0062063,H2,5
10764,T0010765,H2,23
3836,T0003837,H2,4
14349,T0014350,H2,15
3883,T0003884,H2,15
60704,T0060705,H2,16
14166,T0014167,H2,23
29562,T0029563,H2,18
3543,T0003544,H2,5
36477,T0036478,H2,8
4389,T0004390,H2,20
72747,T0072748,H2,1
59452,T0059453,H2,23
43232,T0043233,H2,22
50876,T0050877,H2,21
21216,T0021217,H2,21
45115,T0045116,H2,2
86584,T0086585,H2,5
93050,T0093051,H2,6
68436,T0068437,H2,23
26893,T0026894,H2,21
26806,T0026807,H2,0
23730,T0023731,H2,2
88791,T0088792,H2,6
52566,T0052567,H2,21
85083,T0085084,H2,0
60409,T0060410,H2,13
104534,T0104535,H2,0
90872,T0090873,H2,23
68966,T0068967,H2,8
95999,T0096000,H2,16
67314,T0067315,H2,6
22977,T0022978,H2,6
72789,T0072790,H2,15
73520,T0073521,H2,23
44004,T0044005,H2,20
64005,T0064006,H2,4
99532,T0099533,H2,21
47449,T0047450,H2,2
103434,T0103435,H2,1
62690,T0062691,H2,1
35033,T0035034,H2,8
15675,T0015676,H2,24
91695,T0091696,H2,1
3742,T0003743,H2,1
6777,T0006778,H2,21
874,T0000875,H2,13
21853,T0021854,H2,18
102513,T0102514,H2,8
52344,T0052345,H2,3
2022,T0002023,H2,4
1955,T0001956,H2,6
27180,T0027181,H2,13
56321,T0056322,H2,7
15009,T0015010,H2,4
45810,T0045811,H2,19
3795,T0003796,H2,0
86216,T0086217,H2,5
58428,T0058429,H2,4
93306,T0093307,H2,13
34435,T0034436,H2,17
77701,T0077702,H2,15
40229,T0040230,H2,15
27437,T0027438,H2,2
100747,T0100748,H2,5
45001,T0045002,H2,1
5982,T0005983,H2,8
4911,T0004912,H2,15
96651,T0096652,H2,22
12745,T0012746,H2,2
61016,T0061017,H2,13
7820,T0007821,H2,6
59742,T0059743,H2,0
78473,T0078474,H2,13
44074,T0044075,H2,22
63312,T0063313,H2,23
75711,T0075712,H2,16
48573,T0048574,H2,0
51975,T0051976,H2,12
64709,T0064710,H2,15
29933,T0029934,H2,5
35697,T0035698,H2,13
4488,T0004489,H2,4
2951,T0002952,H2,1
104507,T0104508,H2,4
78735,T0078736,H2,4
96139,T0096140,H2,8
48045,T0048046,H2,4
8201,T0008202,H2,0
57465,T0057466,H2,8
31420,T0031421,H2,4
50523,T0050524,H2,13
57917,T0057918,H2,17
47116,T0047117,H2,0
94620,T0094621,H2,5
87969,T0087970,H2,5
87798,T0087799,H2,13
35112,T0035113,H2,1
43903,T0043904,H2,23
19890,T0019891,H2,16
51024,T0051025,H2,13
17657,T0017658,H2,20
70382,T0070383,H2,11
88048,T0088049,H2,2
71073,T0071074,H2,23
83336,T0083337,H2,7
102804,T0102805,H2,15
11473,T0011474,H2,8
27651,T0027652,H2,4
96158,T0096159,H2,2
53750,T0053751,H2,16
81939,T0081940,H2,6
99453,T0099454,H2,15
59345,T0059346,H2,13
66268,T0066269,H2,11
25971,T0025972,H2,1
1087,T0001088,H2,21
77233,T0077234,H2,5
20580,T0020581,H2,14
67737,T0067738,H2,1
36234,T0036235,H2,3
244,T0000245,H2,24
97177,T0097178,H2,5
37068,T0037069,H2,23
8352,T0008353,H2,7
48843,T0048844,H2,8
19855,T0019856,H2,1
35873,T0035874,H2,15
39397,T0039398,H2,5
104129,T0104130,H2,2
77164,T0077165,H2,23
13561,T0013562,H2,21
77937,T0077938,H2,2
65614,T0065615,H2,9
73075,T0073076,H2,17
26179,T0026180,H2,21
33144,T0033145,H2,15
44958,T0044959,H2,0
74056,T0074057,H2,23
50479,T0050480,H2,15
12831,T0012832,H2,4
38589,T0038590,H2,23
82491,T0082492,H2,4
17167,T0017168,H2,4
99699,T0099700,H2,23
23083,T0023084,H2,4
42655,T0042656,H2,20
22871,T0022872,H2,15
24362,T0024363,H2,12
87107,T0087108,H2,1
58572,T0058573,H2,15
44176,T0044177,H2,15
97294,T0097295,H2,9
10355,T0010356,H2,0
46800,T0046801,H2,13
21143,T0021144,H2,6
88226,T0088227,H2,8
49447,T0049448,H2,12
86335,T0086336,H2,0
70615,T0070616,H2,8
99151,T0099152,H2,4
95923,T0095924,H2,20
42100,T0042101,H2,3
86148,T0086149,H2,1
100569,T0100570,H2,21
81902,T0081903,H2,1
65606,T0065607,H2,0
85920,T0085921,H2,18
25700,T0025701,H2,15
26809,T0026810,H2,20
60162,T0060163,H2,15
47040,T0047041,H2,15
80945,T0080946,H2,15
32723,T0032724,H2,6
29011,T0029012,H2,10
40387,T0040388,H2,8
72739,T0072740,H2,0
102397,T0102398,H2,22
31897,T0031898,H2,4
61719,T0061720,H2,4
70883,T0070884,H2,21
7065,T0007066,H2,1
14895,T0014896,H2,6
23252,T0023253,H2,19
8030,T0008031,H2,0
24926,T0024927,H2,17
75649,T0075650,H2,19
11377,T0011378,H2,3
23939,T0023940,H2,8
66015,T0066016,H2,1
26012,T0026013,H2,5
89378,T0089379,H2,2
25651,T0025652,H2,10
80186,T0080187,H2,1
90557,T0090558,H2,8
90937,T0090938,H2,5
13168,T0013169,H2,4
26131,T0026132,H2,11
30378,T0030379,H2,0
39717,T0039718,H2,4
43739,T0043740,H2,15
44080,T0044081,H2,14
72119,T0072120,H2,15
33014,T0033015,H2,23
45024,T0045025,H2,1
49188,T0049189,H2,15
59057,T0059058,H2,13
33864,T0033865,H2,10
70609,T0070610,H2,23
2283,T0002284,H2,15
94949,T0094950,H2,16
42616,T0042617,H2,8
406,T0000407,H2,4
87744,T0087745,H2,5
14437,T0014438,H2,7
88104,T0088105,H2,3
96298,T0096299,H2,9
1505,T0001506,H2,21
72014,T0072015,H2,0
2935,T0002936,H2,1
90845,T0090846,H2,3
38235,T0038236,H2,0
96865,T0096866,H2,15
65115,T0065116,H2,3
50084,T0050085,H2,23
101820,T0101821,H2,9
59460,T0059461,H2,15
52374,T0052375,H2,13
41755,T0041756,H2,17
75795,T0075796,H2,3
89036,T0089037,H2,18
72331,T0072332,H2,23
69190,T0069191,H2,13
10952,T0010953,H2,18
52873,T0052874,H2,8
38292,T0038293,H2,23
57672,T0057673,H2,4
50669,T0050670,H2,1
70600,T0070601,H2,18
22119,T0022120,H2,0
66793,T0066794,H2,15
63939,T0063940,H2,15
56429,T0056430,H2,10
34465,T0034466,H2,22
69861,T0069862,H2,0
34959,T0034960,H2,14
23880,T0023881,H2,15
91391,T0091392,H2,0
83229,T0083230,H2,13
43560,T0043561,H2,15
62599,T0062600,H2,16
15782,T0015783,H2,13
37012,T0037013,H2,2
48202,T0048203,H2,0
13387,T0013388,H2,17
75409,T0075410,H2,21
71540,T0071541,H2,0
2690,T0002691,H2,6
90367,T0090368,H2,5
80028,T0080029,H2,15
22852,T0022853,H2,1
31825,T0031826,H2,9
33438,T0033439,H2,8
24945,T0024946,H2,18
64839,T0064840,H2,18
66294,T0066295,H2,15
63070,T0063071,H2,0
42371,T0042372,H2,6
68068,T0068069,H2,13
8693,T0008694,H2,1
96803,T0096804,H2,18
47123,T0047124,H2,15
50697,T0050698,H2,5
40628,T0040629,H2,8
47996,T0047997,H2,23
12091,T0012092,H2,24
96404,T0096405,H2,1
27779,T0027780,H2,1
30419,T0030420,H2,4
28110,T0028111,H2,21
13292,T0013293,H2,15
36048,T0036049,H2,16
66343,T0066344,H2,15
74688,T0074689,H2,1
49103,T0049104,H2,15
69287,T0069288,H2,7
72481,T0072482,H2,9
19817,T0019818,H2,0
90948,T0090949,H2,13
104438,T0104439,H2,6
83697,T0083698,H2,2
104090,T0104091,H2,0
25031,T0025032,H2,3
87552,T0087553,H2,4
26655,T0026656,H2,12
70981,T0070982,H2,2
97579,T0097580,H2,5
80288,T0080289,H2,15
87743,T0087744,H2,9
90114,T0090115,H2,24
28077,T0028078,H2,18
53023,T0053024,H2,15
16580,T0016581,H2,3
88062,T0088063,H2,0
85663,T0085664,H2,15
91687,T0091688,H2,0
54539,T0054540,H2,15
16722,T0016723,H2,23
75132,T0075133,H2,12
31454,T0031455,H2,6
56527,T0056528,H2,18
46890,T0046891,H2,23
47517,T0047518,H2,15
36949,T0036950,H2,18
82259,T0082260,H2,23
5127,T0005128,H2,22
47417,T0047418,H2,3
23343,T0023344,H2,8
13920,T0013921,H2,9
60059,T0060060,H2,16
66510,T0066511,H2,8
23779,T0023780,H2,8
10820,T0010821,H2,14
1206,T0001207,H2,13
64495,T0064496,H2,21
84884,T0084885,H2,20
80351,T0080352,H2,0
8804,T0008805,H2,20
11398,T0011399,H2,4
102906,T0102907,H2,15
69150,T0069151,H2,15
67921,T0067922,H2,5
78689,T0078690,H2,13
34332,T0034333,H2,13
61219,T0061220,H2,5
7332,T0007333,H2,8
51396,T0051397,H2,4
49943,T0049944,H2,11
83027,T0083028,H2,3
10632,T0010633,H2,16
104509,T0104510,H2,23
21370,T0021371,H2,18
13791,T0013792,H2,23
57761,T0057762,H2,16
61660,T0061661,H2,23
27443,T0027444,H2,5
90444,T0090445,H2,8
30166,T0030167,H2,24
14070,T0014071,H2,22
82926,T0082927,H2,15
20460,T0020461,H2,1
80230,T0080231,H2,9
101247,T0101248,H2,13
54262,T0054263,H2,15
24371,T0024372,H2,5
76635,T0076636,H2,0
19872,T0019873,H2,9
45233,T0045234,H2,12
60384,T0060385,H2,1
35323,T0035324,H2,23
75247,T0075248,H2,10
45106,T0045107,H2,18
16134,T0016135,H2,6
43077,T0043078,H2,20
12966,T0012967,H2,0
21797,T0021798,H2,11
73074,T0073075,H2,6
53529,T0053530,H2,15
58205,T0058206,H2,8
28232,T0028233,H2,15
15351,T0015352,H2,8
56060,T0056061,H2,0
75291,T0075292,H2,2
39965,T0039966,H2,4
50821,T0050822,H2,2
97553,T0097554,H2,13
50543,T0050544,H2,0
63453,T0063454,H2,0
84829,T0084830,H2,3
62562,T0062563,H2,8
17822,T0017823,H2,4
59199,T0059200,H2,15
68844,T0068845,H2,9
51671,T0051672,H2,4
58611,T0058612,H2,15
1032,T0001033,H2,5
8337,T0008338,H2,8
18006,T0018007,H2,23
1934,T0001935,H2,18
83867,T0083868,H2,14
19799,T0019800,H2,16
1521,T0001522,H2,20
22516,T0022517,H2,18
84077,T0084078,H2,23
21014,T0021015,H2,9
4301,T0004302,H2,11
81391,T0081392,H2,3
11241,T0011242,H2,1
74597,T0074598,H2,15
67721,T0067722,H2,18
6052,T0006053,H2,2
5619,T0005620,H2,4
3354,T0003355,H2,9
99106,T0099107,H2,9
35733,T0035734,H2,16
94163,T0094164,H2,6
13111,T0013112,H2,13
40617,T0040618,H2,16
58720,T0058721,H2,3
84015,T0084016,H2,18
32069,T0032070,H2,4
104403,T0104404,H2,15
14055,T0014056,H2,5
87147,T0087148,H2,0
40675,T0040676,H2,5
3618,T0003619,H2,21
38727,T0038728,H2,24
91837,T0091838,H2,15
82283,T0082284,H2,2
99678,T0099679,H2,15
34570,T0034571,H2,0
99990,T0099991,H2,9
100985,T0100986,H2,0
87,T0000088,H2,5
41479,T0041480,H2,7
42966,T0042967,H2,4
21163,T0021164,H2,12
68468,T0068469,H2,1
89294,T0089295,H2,2
60995,T0060996,H2,4
6185,T0006186,H2,17
17580,T0017581,H2,0
39468,T0039469,H2,5
95406,T0095407,H2,16
85432,T0085433,H2,0
97671,T0097672,H2,3
17708,T0017709,H2,20
87501,T0087502,H2,1
436,T0000437,H2,15
50963,T0050964,H2,5
32560,T0032561,H2,3
80585,T0080586,H2,8
33700,T0033701,H2,3
57147,T0057148,H2,0
89404,T0089405,H2,15
11817,T0011818,H2,5
13496,T0013497,H2,18
67738,T0067739,H2,4
96744,T0096745,H2,2
100423,T0100424,H2,23
49861,T0049862,H2,18
95009,T0095010,H2,20
40386,T0040387,H2,15
79966,T0079967,H2,8
95057,T0095058,H2,23
94444,T0094445,H2,11
12030,T0012031,H2,0
35185,T0035186,H2,0
2776,T0002777,H2,4
85015,T0085016,H2,23
26363,T0026364,H2,15
58336,T0058337,H2,15
66863,T0066864,H2,4
5391,T0005392,H2,2
3251,T0003252,H2,23
28174,T0028175,H2,24
75597,T0075598,H2,15
20275,T0020276,H2,0
95227,T0095228,H2,9
58561,T0058562,H2,23
19323,T0019324,H2,16
86764,T0086765,H2,15
42150,T0042151,H2,14
47636,T0047637,H2,0
13190,T0013191,H2,15
91266,T0091267,H2,2
29597,T0029598,H2,1
77213,T0077214,H2,22
96591,T0096592,H2,8
93719,T0093720,H2,15
33921,T0033922,H2,23
24390,T0024391,H2,3
67851,T0067852,H2,3
64520,T0064521,H2,0
100930,T0100931,H2,3
100543,T0100544,H2,3
50618,T0050619,H2,9
101120,T0101121,H2,8
57626,T0057627,H2,9
79962,T0079963,H2,4
42420,T0042421,H2,18
101934,T0101935,H2,15
71632,T0071633,H2,1
46554,T0046555,H2,8
88312,T0088313,H2,1
71579,T0071580,H2,8
40520,T0040521,H2,0
40477,T0040478,H2,23
89476,T0089477,H2,14
87892,T0087893,H2,6
12154,T0012155,H2,12
70129,T0070130,H2,1
71022,T0071023,H2,13
81819,T0081820,H2,13
103071,T0103072,H2,13
97832,T0097833,H2,13
32417,T0032418,H2,0
2641,T0002642,H2,5
38542,T0038543,H2,0
49371,T0049372,H2,24
87833,T0087834,H2,1
10612,T0010613,H2,16
49434,T0049435,H2,3
84798,T0084799,H2,1
83390,T0083391,H2,20
40127,T0040128,H2,13
44475,T0044476,H2,22
30152,T0030153,H2,15
26584,T0026585,H2,7
16023,T0016024,H2,4
12072,T0012073,H2,3
96600,T0096601,H2,8
22454,T0022455,H2,18
83,T0000084,H2,0
93145,T0093146,H2,4
100480,T0100481,H2,13
98415,T0098416,H2,4
86659,T0086660,H2,15
27187,T0027188,H2,15
37109,T0037110,H2,22
91699,T0091700,H2,15
45433,T0045434,H2,23
35210,T0035211,H2,8
86919,T0086920,H2,23
98454,T0098455,H2,23
80594,T0080595,H2,15
4947,T0004948,H2,11
83434,T0083435,H2,3
44977,T0044978,H2,23
41585,T0041586,H2,20
4271,T0004272,H2,9
48618,T0048619,H2,13
56920,T0056921,H2,17
65763,T0065764,H2,18
60991,T0060992,H2,3
18940,T0018941,H2,9
30557,T0030558,H2,1
36873,T0036874,H2,23
86242,T0086243,H2,15
104342,T0104343,H2,23
42657,T0042658,H2,9
38949,T0038950,H2,7
14102,T0014103,H2,0
90084,T0090085,H2,6
12987,T0012988,H2,13
20753,T0020754,H2,9
81373,T0081374,H2,5
30020,T0030021,H2,8
102035,T0102036,H2,4
46204,T0046205,H2,3
71440,T0071441,H2,8
68992,T0068993,H2,15
71118,T0071119,H2,0
28973,T0028974,H2,0
48152,T0048153,H2,4
95845,T0095846,H2,18
102799,T0102800,H2,21
86835,T0086836,H2,9
28950,T0028951,H2,19
5072,T0005073,H2,0
36682,T0036683,H2,10
30668,T0030669,H2,6
90358,T0090359,H2,4
53890,T0053891,H2,5
63763,T0063764,H2,23
36276,T0036277,H2,0
104064,T0104065,H2,7
104374,T0104375,H2,0
83059,T0083060,H2,4
59550,T0059551,H2,1
41616,T0041617,H2,10
96147,T0096148,H2,5
65926,T0065927,H2,23
4944,T0004945,H2,17
98052,T0098053,H2,1
24872,T0024873,H2,15
73304,T0073305,H2,1
2900,T0002901,H2,20
54849,T0054850,H2,18
64672,T0064673,H2,12
13249,T0013250,H2,15
52433,T0052434,H2,15
83440,T0083441,H2,24
87907,T0087908,H2,11
62419,T0062420,H2,0
15185,T0015186,H2,8
68502,T0068503,H2,16
29309,T0029310,H2,23
83368,T0083369,H2,13
42305,T0042306,H2,9
74693,T0074694,H2,21
86346,T0086347,H2,16
102764,T0102765,H2,4
1642,T0001643,H2,3
7851,T0007852,H2,19
35693,T0035694,H2,19
82842,T0082843,H2,23
4940,T0004941,H2,5
29767,T0029768,H2,4
10353,T0010354,H2,16
100256,T0100257,H2,16
44442,T0044443,H2,8
96917,T0096918,H2,4
81841,T0081842,H2,4
97491,T0097492,H2,15
47480,T0047481,H2,13
81030,T0081031,H2,4
93907,T0093908,H2,13
17068,T0017069,H2,5
28081,T0028082,H2,0
69797,T0069798,H2,23
14116,T0014117,H2,2
72887,T0072888,H2,5
64405,T0064406,H2,15
71955,T0071956,H2,15
7544,T0007545,H2,14
39481,T0039482,H2,0
54586,T0054587,H2,3
2176,T0002177,H2,9
88364,T0088365,H2,1
67623,T0067624,H2,5
89671,T0089672,H2,15
22493,T0022494,H2,15
89895,T0089896,H2,23
7037,T0007038,H2,0
89367,T0089368,H2,3
28552,T0028553,H2,23
12226,T0012227,H2,2
38421,T0038422,H2,4
16460,T0016461,H2,23
53021,T0053022,H2,11
74845,T0074846,H2,2
92095,T0092096,H2,23
17200,T0017201,H2,5
93728,T0093729,H2,18
58031,T0058032,H2,24
67439,T0067440,H2,4
90325,T0090326,H2,16
48585,T0048586,H2,15
48659,T0048660,H2,4
15080,T0015081,H2,0
33812,T0033813,H2,9
81555,T0081556,H2,21
5450,T0005451,H2,0
98341,T0098342,H2,15
73268,T0073269,H2,0
54104,T0054105,H2,16
98233,T0098234,H2,3
91180,T0091181,H2,2
1259,T0001260,H2,4
73417,T0073418,H2,17
63973,T0063974,H2,13
74238,T0074239,H2,24
37191,T0037192,H2,9
12035,T0012036,H2,1
65369,T0065370,H2,8
68650,T0068651,H2,15
28949,T0028950,H2,0
40711,T0040712,H2,4
16633,T0016634,H2,21
19017,T0019018,H2,11
22635,T0022636,H2,2
52131,T0052132,H2,16
19499,T0019500,H2,5
102377,T0102378,H2,3
95448,T0095449,H2,17
87306,T0087307,H2,0
10290,T0010291,H2,23
34082,T0034083,H2,15
70053,T0070054,H2,16
50034,T0050035,H2,23
36529,T0036530,H2,4
6917,T0006918,H2,17
84412,T0084413,H2,8
102684,T0102685,H2,23
28071,T0028072,H2,3
57510,T0057511,H2,5
49714,T0049715,H2,15
95081,T0095082,H2,24
71392,T0071393,H2,23
102307,T0102308,H2,0
46334,T0046335,H2,6
68264,T0068265,H2,23
1139,T0001140,H2,15
32038,T0032039,H2,0
58162,T0058163,H2,19
45594,T0045595,H2,3
74463,T0074464,H2,9
36665,T0036666,H2,9
70580,T0070581,H2,5
56539,T0056540,H2,4
34589,T0034590,H2,8
3213,T0003214,H2,13
96867,T0096868,H2,4
49800,T0049801,H2,3
