item_id,candidate_id,tweet_id,text
TC048904,C0489,T0043710,Corporate consolidation is squeezing family farms and small businesses. We need real antitrust enforcement.
TC048905,C0489,T0074774,Working families deserve a raise. I'll fight to lift the minimum wage and rein in corporate price gouging.
TC048906,C0489,T0039147,"I'll fight to expand Medicaid and cap insulin costs for every patient, not just some."
TC048907,C0489,T0058622,We must balance the budget like every family in NJ has to. No more blank checks.
TC048908,C0489,T0047735,Join us Saturday at 10am for a town hall in Franklin! Doors open early — bring your questions.
TC048909,C0489,T0017585,Our kids practice lockdown drills while Congress practices excuses. Enough. Pass red flag laws.
TC048910,C0489,T0003621,Billionaires shouldn't pay a lower tax rate than teachers. Time to make the wealthy pay their fair share.
TC048911,C0489,T0041579,Toured the new energy facility in Bremerton today. NJ workers are second to none.
TC048912,C0489,T0025504,Met with law enforcement and community leaders in Newport about keeping our neighborhoods safe.
TC048913,C0489,T0067936,Our immigration system has been broken for decades. Both parties share the blame — NJ deserves solutions.
TC048914,C0489,T0087717,"Happy Thanksgiving from our family to yours, NJ!"
TC048915,C0489,T0072957,"Every family in NJ deserves access to quality, affordable care. Full stop."
TC048916,C0489,T0032895,Politicians have no place in the exam room. I trust women.
TC048917,C0489,T0020587,Good jobs and a fair shot — that's what this campaign is about for NJ.
TC048918,C0489,T0038221,I respect the Second Amendment AND believe weapons of war don't belong on our streets.
TC048919,C0489,T0023537,Visited the community health center in Bellview — grateful for the nurses and staff who keep it running.
TC048920,C0489,T0083079,Talked supply chains and manufacturing with workers at the plant in Clayton this morning.
TC048921,C0489,T0054995,Visited the community health center in Alton — grateful for the nurses and staff who keep it running.
TC048922,C0489,T0046741,"Family separation is a moral stain. We need humane, orderly immigration reform — not cruelty as policy."
TC048923,C0489,T0002855,"Our new ad is live. Watch it, share it, and chip in $5 if you can."
TC048924,C0489,T0049451,Healthcare is a human right. No one in NJ should go bankrupt because they got sick.
TC049600,C0496,T0094037,Price transparency and competition will lower costs faster than any government mandate.
TC049601,C0496,T0029934,Government doesn't create prosperity — entrepreneurs do. Let's get Washington out of the way.
TC049602,C0496,T0046958,Parents — not bureaucrats — should decide what their kids learn. I'll fight for parental rights in every classroom.
TC049603,C0496,T0030988,Knocking doors in Alton with an incredible team of volunteers today. The energy is real!
TC049604,C0496,T0093930,"School choice gives every NM family a shot at a great education, regardless of zip code."
TC049605,C0496,T0092154,I'm a proud gun owner and I'll defend your constitutional rights in Washington.
TC049606,C0496,T0056519,Our kids practice lockdown drills while Congress practices excuses. Enough. Pass red flag laws.
TC049607,C0496,T0023947,Washington-run healthcare means longer waits and fewer choices. I'll defend private options for NM families.
TC049608,C0496,T0066718,Visited the community health center in Kingsport — grateful for the nurses and staff who keep it running.
TC049609,C0496,T0028490,Debate schedule for the fall is out. Full calendar at the link.
TC049610,C0496,T0072498,Stopped by Bremerton Elementary today. Our teachers are heroes — period.
TC049611,C0496,T0024271,Criminals don't follow gun laws — disarming law-abiding NM citizens makes us less safe.
TC049612,C0496,T0073640,"The climate crisis is here — NM families are paying for it in floods, fires, and insurance bills. We need clean energy now."
TC049613,C0496,T0043668,Stopped by Oak Ridge Elementary today. Our teachers are heroes — period.
TC049614,C0496,T0078433,Criminals don't follow gun laws — disarming law-abiding NM citizens makes us less safe.
TC049615,C0496,T0015587,Patients and doctors should make health decisions — not government bureaucrats.
TC049616,C0496,T0037466,Border crossings surge again — where is the accountability?
TC049617,C0496,T0069402,Thank you Oak Ridge! Standing room only tonight. This movement is growing every single day.
TC049618,C0496,T0028729,Debate schedule for the fall is out. Full calendar at the link.
TC049619,C0496,T0011405,Washington-run healthcare means longer waits and fewer choices. I'll defend private options for NM families.
TC049620,C0496,T0074727,Met with law enforcement and community leaders in Oak Ridge about keeping our neighborhoods safe.
TC049621,C0496,T0074228,"Our new ad is live. Watch it, share it, and chip in $5 if you can."
TC049622,C0496,T0067578,Met with local business owners in Clayton today about what they need to grow and hire.
TC049623,C0496,T0088680,"Happy Memorial Day from our family to yours, NM!"
TC049624,C0496,T0094530,Our latest polling roundup for the 2022 midterms is live. Key races tightening.
TC050400,C0504,T0050700,Corporate consolidation is squeezing family farms and small businesses. We need real antitrust enforcement.
TC050401,C0504,T0035734,Democracy works when we show up. Check your registration today — link in bio.
TC050402,C0504,T0063080,Working families deserve a raise. I'll fight to lift the minimum wage and rein in corporate price gouging.
TC050403,C0504,T0011843,This map of clean-energy job growth should be front-page news.
TC050404,C0504,T0056084,ICYMI: our candidate tracker now covers every House and Senate race. Bookmark it.
TC050405,C0504,T0033894,Turnout in this week's primaries beat 2018 levels in most counties.
TC050406,C0504,T0091576,Diplomacy first. Endless wars cost NY families dearly — in lives and in dollars.
TC050407,C0504,T0002765,Our immigration system has been broken for decades. Both parties share the blame — NY deserves solutions.
TC050408,C0504,T0015135,Dark money is drowning out NY voices. I support full disclosure of every political dollar.
TC050409,C0504,T0021803,Join us Saturday at 6pm for a town hall in Riverton! Doors open early — bring your questions.
TC050410,C0504,T0022645,New analysis: energy mandates will raise household electric bills sharply. Voters deserve the truth.
TC050411,C0504,T0068846,Voter purges are quietly accelerating ahead of the midterms. We're tracking every state.
TC050412,C0504,T0058279,NEW REPORT: Corporate profits hit record highs while wages stagnate. The data is undeniable.
TC050413,C0504,T0099994,Our immigration system has been broken for decades. Both parties share the blame — NY deserves solutions.
TC050414,C0504,T0044493,Stopped by Dover Plains Elementary today. Our teachers are heroes — period.
TC050415,C0504,T0069698,"Clean energy jobs are the future, and NY can lead. I'll fight for wind, solar, and battery manufacturing here at home."
TC050416,C0504,T0024415,Honored to meet with veterans in Millbrook today. We owe them more than words.
TC050417,C0504,T0072525,ICYMI: our candidate tracker now covers every House and Senate race. Bookmark it.
TC050418,C0504,T0090493,NEW REPORT: Corporate profits hit record highs while wages stagnate. The data is undeniable.
TC050419,C0504,T0007721,"Immigrants power NY's farms, hospitals, and small businesses. Our economy depends on fixing this broken system."
TC050420,C0504,T0022833,Met with local business owners in Bellview today about what they need to grow and hire.
TC050421,C0504,T0037674,Study: universal pre-K pays for itself within a decade. Pass it on.
TC050422,C0504,T0031168,Study: universal pre-K pays for itself within a decade. Pass it on.
TC050423,C0504,T0102261,"Immigrants power NY's farms, hospitals, and small businesses. Our economy depends on fixing this broken system."
TC050424,C0504,T0066107,Democracy works when we show up. Check your registration today — link in bio.
TC051500,C0515,T0057335,Our latest polling roundup for the 2022 midterms is live. Key races tightening.
TC051501,C0515,T0069091,ICYMI: our candidate tracker now covers every House and Senate race. Bookmark it.
TC051502,C0515,T0060859,Healthcare is a human right. No one in NY should go bankrupt because they got sick.
TC051503,C0515,T0050877,Knocking doors in Harrisburg with an incredible team of volunteers today. The energy is real!
TC051504,C0515,T0092181,Visited the community health center in Franklin — grateful for the nurses and staff who keep it running.
TC051505,C0515,T0034946,Visited the community health center in Madison Heights — grateful for the nurses and staff who keep it running.
TC051506,C0515,T0010492,Talked supply chains and manufacturing with workers at the plant in Riverton this morning.
TC051507,C0515,T0087616,Talked supply chains and manufacturing with workers at the plant in Kingsport this morning.
TC051508,C0515,T0059356,Study: universal pre-K pays for itself within a decade. Pass it on.
TC051509,C0515,T0030852,Childcare costs are crushing parents in NY. My plan caps costs and invests in providers.
TC051510,C0515,T0009387,Voter purges are quietly accelerating ahead of the midterms. We're tracking every state.
TC051511,C0515,T0075607,Filed our FEC report: best fundraising quarter yet. Thank you to every supporter.
TC051512,C0515,T0070449,Met with law enforcement and community leaders in Greenville about keeping our neighborhoods safe.
TC051513,C0515,T0069608,Study: universal pre-K pays for itself within a decade. Pass it on.
TC051514,C0515,T0036131,Big Pharma spends millions lobbying to keep prices high. I don't take their money — and I'll vote to negotiate prices.
TC051515,C0515,T0087536,Yard signs are IN. Swing by the Millbrook office and grab one this weekend!
TC051516,C0515,T0045336,"Phone bank tonight at 6pm! Grab a coffee and join us — training provided, no experience needed."
TC051517,C0515,T0054566,BREAKING: Another state expands Medicaid — and rural hospitals immediately benefit.
TC051518,C0515,T0075794,Voter purges are quietly accelerating ahead of the midterms. We're tracking every state.
TC051519,C0515,T0036690,BREAKING: Another state expands Medicaid — and rural hospitals immediately benefit.
TC051520,C0515,T0091474,Turnout in this week's primaries beat 2018 levels in most counties.
TC051521,C0515,T0060913,"I'll fight to expand Medicaid and cap insulin costs for every patient, not just some."
TC051522,C0515,T0092970,Join us Saturday at 10am for a town hall in Madison Heights! Doors open early — bring your questions.
TC055200,C0552,T0030771,Crime stats out this morning. Soft-on-crime policies have a body of evidence now — and it's damning.
TC055201,C0552,T0049385,Honored to meet with veterans in Lakewood today. We owe them more than words.
TC055202,C0552,T0053080,"American energy independence means drilling here, mining here, and building pipelines here."
TC055203,C0552,T0061757,Knocking doors in Millbrook with an incredible team of volunteers today. The energy is real!
TC055204,C0552,T0037884,"Unleash American energy. Lower prices at the pump start with producing more, not begging OPEC."
TC055205,C0552,T0049247,Turnout in this week's primaries beat 2018 levels in most counties.
TC055206,C0552,T0103743,The Constitution isn't a suggestion. I'll defend free speech and religious liberty against any government overreach.
TC055207,C0552,T0056438,Turnout in this week's primaries beat 2018 levels in most counties.
TC055208,C0552,T0097522,Turnout in this week's primaries beat 2018 levels in most counties.
TC055209,C0552,T0016245,We can protect people with pre-existing conditions without a big-government takeover of medicine.
TC055210,C0552,T0027194,"The Second Amendment isn't negotiable. I'll oppose every gun grab, every time."
TC055211,C0552,T0029963,Crime stats out this morning. Soft-on-crime policies have a body of evidence now — and it's damning.
TC055212,C0552,T0065835,Met with law enforcement and community leaders in Dover Plains about keeping our neighborhoods safe.
TC055213,C0552,T0077419,Turnout in this week's primaries beat 2018 levels in most counties.
TC055214,C0552,T0065069,"The Second Amendment isn't negotiable. I'll oppose every gun grab, every time."
TC055215,C0552,T0082058,"We just crossed 20,000 grassroots donors! Average gift: $27. This campaign is powered by people, not PACs."
TC055216,C0552,T0056386,The Constitution isn't a suggestion. I'll defend free speech and religious liberty against any government overreach.
TC055217,C0552,T0070869,Our latest polling roundup for the 2022 midterms is live. Key races tightening.
TC055218,C0552,T0084570,Poll: overwhelming majority supports voter ID. This shouldn't be controversial.
TC055219,C0552,T0015557,Border crossings surge again — where is the accountability?
TC058700,C0587,T0015948,Inflation is a tax on every family. Washington's reckless spending has to stop.
TC058701,C0587,T0103019,Healthcare is a human right. No one in OH should go bankrupt because they got sick.
TC058702,C0587,T0072587,Yard signs are IN. Swing by the Millbrook office and grab one this weekend!
TC058703,C0587,T0062171,Debate schedule for the fall is out. Full calendar at the link.
TC058704,C0587,T0043367,Our immigration system has been broken for decades. Both parties share the blame — OH deserves solutions.
TC058705,C0587,T0070640,"Real public safety means investing in communities — mental health response, youth programs, and accountable policing."
TC058706,C0587,T0068739,"Illegal immigration drives down wages for OH workers. Enforce the law, protect American jobs."
TC058707,C0587,T0101914,BREAKING: Another state expands Medicaid — and rural hospitals immediately benefit.
TC058708,C0587,T0047683,Visited the community health center in Madison Heights — grateful for the nurses and staff who keep it running.
TC058709,C0587,T0039242,"Clean energy jobs are the future, and OH can lead. I'll fight for wind, solar, and battery manufacturing here at home."
TC058710,C0587,T0045106,REPORT: Federal regulations cost small businesses billions last year. Time to cut the red tape.
TC058711,C0587,T0084877,Government doesn't create prosperity — entrepreneurs do. Let's get Washington out of the way.
TC058712,C0587,T0083874,Democracy works when we show up. Check your registration today — link in bio.
TC058713,C0587,T0037445,Politicians have no place in the exam room. I trust women.
TC058714,C0587,T0035302,Knocking doors in Clayton with an incredible team of volunteers today. The energy is real!
TC058715,C0587,T0057777,Patients and doctors should make health decisions — not government bureaucrats.
TC058716,C0587,T0077630,"I'll fight to expand Medicaid and cap insulin costs for every patient, not just some."
TC058717,C0587,T0079941,Study: universal pre-K pays for itself within a decade. Pass it on.
TC058718,C0587,T0102667,Visited the community health center in Clayton — grateful for the nurses and staff who keep it running.
TC058719,C0587,T0026413,Stopped by Dover Plains Elementary today. Our teachers are heroes — period.
TC058720,C0587,T0057864,Dreamers are Americans in every way but paperwork. I'll vote for a pathway to citizenship.
TC058721,C0587,T0089490,ICYMI: our candidate tracker now covers every House and Senate race. Bookmark it.
TC058722,C0587,T0093139,"Clean energy jobs are the future, and OH can lead. I'll fight for wind, solar, and battery manufacturing here at home."
TC058723,C0587,T0002605,Government doesn't create prosperity — entrepreneurs do. Let's get Washington out of the way.
TC058724,C0587,T0062408,"Family separation is a moral stain. We need humane, orderly immigration reform — not cruelty as policy."
TC059700,C0597,T0025634,Debate schedule for the fall is out. Full calendar at the link.
TC059701,C0597,T0059933,Turnout in this week's primaries beat 2018 levels in most counties.
TC059702,C0597,T0028097,Border crossings surge again — where is the accountability?
TC059703,C0597,T0023269,Debate night. Watch live at noon and see the contrast for yourself.
TC059704,C0597,T0075280,Democracy works when we show up. Check your registration today — link in bio.
TC059705,C0597,T0072950,Politicians have no place in the exam room. I trust women.
TC059706,C0597,T0020288,Our latest polling roundup for the 2022 midterms is live. Key races tightening.
TC059707,C0597,T0056814,ICYMI: our candidate tracker now covers every House and Senate race. Bookmark it.
TC059708,C0597,T0097283,Democracy works when we show up. Check your registration today — link in bio.
TC059709,C0597,T0019859,"Phone bank tonight at 7pm! Grab a coffee and join us — training provided, no experience needed."
TC059710,C0597,T0066051,BREAKING: Another state expands Medicaid — and rural hospitals immediately benefit.
TC059711,C0597,T0016175,Sanctuary policies put OH communities at risk. I'll end them.
TC062100,C0621,T0058128,"Immigrants power OR's farms, hospitals, and small businesses. Our economy depends on fixing this broken system."
TC062101,C0621,T0094842,ICYMI: our candidate tracker now covers every House and Senate race. Bookmark it.
TC062102,C0621,T0097382,Stopped by Oak Ridge Elementary today. Our teachers are heroes — period.
TC062103,C0621,T0029568,Debate schedule for the fall is out. Full calendar at the link.
TC062104,C0621,T0055881,Debate schedule for the fall is out. Full calendar at the link.
TC062105,C0621,T0052437,ICYMI: our candidate tracker now covers every House and Senate race. Bookmark it.
TC062106,C0621,T0103668,Early voting starts soon in OR. Make your plan now — every single vote counts.
TC062107,C0621,T0003940,BREAKING: Another state expands Medicaid — and rural hospitals immediately benefit.
TC062108,C0621,T0049757,Turnout in this week's primaries beat 2018 levels in most counties.
TC062109,C0621,T0068796,Turnout in this week's primaries beat 2018 levels in most counties.
TC062110,C0621,T0073164,Democracy works when we show up. Check your registration today — link in bio.
TC062111,C0621,T0016697,NEW REPORT: Corporate profits hit record highs while wages stagnate. The data is undeniable.
TC062112,C0621,T0088545,"The Second Amendment isn't negotiable. I'll oppose every gun grab, every time."
TC062113,C0621,T0008185,Honored to meet with veterans in Franklin today. We owe them more than words.
TC062114,C0621,T0067320,Not one more dime overseas until we take care of our own veterans here in OR.
TC062115,C0621,T0048191,The radical Green agenda would crush OR jobs and spike your electric bill. I'll stop it.
TC062116,C0621,T0093667,Stopped by Greenville Elementary today. Our teachers are heroes — period.
TC062117,C0621,T0071744,Stopped by Riverton Elementary today. Our teachers are heroes — period.
TC062118,C0621,T0073657,Democracy works when we show up. Check your registration today — link in bio.
TC062119,C0621,T0094022,Voter purges are quietly accelerating ahead of the midterms. We're tracking every state.
TC062120,C0621,T0058297,Honored to meet with veterans in Riverton today. We owe them more than words.
TC062121,C0621,T0042944,Secure the border. Period. I'll fund the wall and back our Border Patrol agents 100%.
TC062122,C0621,T0015018,REPORT: Federal regulations cost small businesses billions last year. Time to cut the red tape.
TC062123,C0621,T0001467,NEW REPORT: Corporate profits hit record highs while wages stagnate. The data is undeniable.
TC062124,C0621,T0040616,Our latest polling roundup for the 2022 midterms is live. Key races tightening.
TC062200,C0622,T0052867,China is eating our lunch on trade and technology. I'll put American workers first.
TC062201,C0622,T0079215,Rode along with Harrisburg officers last night. Grateful for what they do every shift.
TC062202,C0622,T0021551,This issue is deeply personal for families across OR. I'll always listen first.
TC062203,C0622,T0083114,Washington-run healthcare means longer waits and fewer choices. I'll defend private options for OR families.
TC062204,C0622,T0081788,China is eating our lunch on trade and technology. I'll put American workers first.
TC062205,C0622,T0094925,Debate schedule for the fall is out. Full calendar at the link.
TC062206,C0622,T0036024,Talked supply chains and manufacturing with workers at the plant in Lakewood this morning.
TC062207,C0622,T0022160,"Illegal immigration drives down wages for OR workers. Enforce the law, protect American jobs."
TC062208,C0622,T0082696,Poll: overwhelming majority supports voter ID. This shouldn't be controversial.
TC062209,C0622,T0080417,We can protect people with pre-existing conditions without a big-government takeover of medicine.
TC062210,C0622,T0076778,New analysis: energy mandates will raise household electric bills sharply. Voters deserve the truth.
TC062211,C0622,T0031594,Washington-run healthcare means longer waits and fewer choices. I'll defend private options for OR families.
TC062212,C0622,T0025800,Rode along with Summit officers last night. Grateful for what they do every shift.
TC062213,C0622,T0090231,I am proudly pro-life and will always defend the unborn.
TC062214,C0622,T0099854,Every family deserves a safe neighborhood. Law and order is on the ballot.
TC062215,C0622,T0082483,"The Second Amendment isn't negotiable. I'll oppose every gun grab, every time."
TC062216,C0622,T0007151,Secure the border. Period. I'll fund the wall and back our Border Patrol agents 100%.
TC062217,C0622,T0033096,Secure the border. Period. I'll fund the wall and back our Border Patrol agents 100%.
TC062218,C0622,T0006788,Visited the community health center in Dover Plains — grateful for the nurses and staff who keep it running.
TC062219,C0622,T0077032,Poll: overwhelming majority supports voter ID. This shouldn't be controversial.
TC062220,C0622,T0089889,Not one more dime overseas until we take care of our own veterans here in OR.
TC062221,C0622,T0048955,ICYMI: our candidate tracker now covers every House and Senate race. Bookmark it.
TC062222,C0622,T0009012,Government doesn't create prosperity — entrepreneurs do. Let's get Washington out of the way.
TC062223,C0622,T0051697,Turnout in this week's primaries beat 2018 levels in most counties.
TC062224,C0622,T0068357,Our latest polling roundup for the 2022 midterms is live. Key races tightening.
TC074200,C0742,T0090736,"New endorsement dropping tomorrow morning. Stay tuned, TX!"
TC074201,C0742,T0027041,Debate schedule for the fall is out. Full calendar at the link.
TC074202,C0742,T0091312,Democracy works when we show up. Check your registration today — link in bio.
TC074203,C0742,T0055563,Patients and doctors should make health decisions — not government bureaucrats.
TC074204,C0742,T0057605,Our latest polling roundup for the 2022 midterms is live. Key races tightening.
TC074205,C0742,T0048322,This map of clean-energy job growth should be front-page news.
TC074206,C0742,T0002532,BREAKING: Another state expands Medicaid — and rural hospitals immediately benefit.
TC074207,C0742,T0016474,"I'll fight to expand Medicaid and cap insulin costs for every patient, not just some."
TC074208,C0742,T0076298,Turnout in this week's primaries beat 2018 levels in most counties.
TC074209,C0742,T0087981,Our latest polling roundup for the 2022 midterms is live. Key races tightening.
TC074210,C0742,T0087445,Join us Saturday at 5:30pm for a town hall in Harrisburg! Doors open early — bring your questions.
TC074211,C0742,T0071506,This issue is deeply personal for families across TX. I'll always listen first.
TC074212,C0742,T0055622,Turnout in this week's primaries beat 2018 levels in most counties.
TC074213,C0742,T0096323,Our latest polling roundup for the 2022 midterms is live. Key races tightening.
TC074214,C0742,T0101347,"Book bans don't protect kids. Librarians and teachers deserve our trust, not harassment."
TC074215,C0742,T0073943,Voter purges are quietly accelerating ahead of the midterms. We're tracking every state.
TC074216,C0742,T0054743,ICYMI: our candidate tracker now covers every House and Senate race. Bookmark it.
TC074217,C0742,T0024877,New analysis: energy mandates will raise household electric bills sharply. Voters deserve the truth.
TC074218,C0742,T0071200,Democracy works when we show up. Check your registration today — link in bio.
TC074219,C0742,T0013347,NEW REPORT: Corporate profits hit record highs while wages stagnate. The data is undeniable.
TC074220,C0742,T0088910,This map of clean-energy job growth should be front-page news.
TC074221,C0742,T0029022,This map of clean-energy job growth should be front-page news.
TC074222,C0742,T0091844,BREAKING: Another state expands Medicaid — and rural hospitals immediately benefit.
TC074223,C0742,T0070575,Study: universal pre-K pays for itself within a decade. Pass it on.
TC074224,C0742,T0073114,Voter purges are quietly accelerating ahead of the midterms. We're tracking every state.
TC079800,C0798,T0028692,This issue is deeply personal for families across VA. I'll always listen first.
TC079801,C0798,T0015699,Parents — not bureaucrats — should decide what their kids learn. I'll fight for parental rights in every classroom.
TC079802,C0798,T0027992,We can be good stewards of the land without strangling VA's energy workers with mandates.
TC079803,C0798,T0024317,Election integrity matters. Voter ID is common sense and most Americans agree.
TC079804,C0798,T0036600,Stopped by Greenville Elementary today. Our teachers are heroes — period.
TC079805,C0798,T0064503,I will vote to restore Roe's protections nationwide. VA women deserve nothing less.
TC079806,C0798,T0095716,Yard signs are IN. Swing by the Springdale office and grab one this weekend!
TC079807,C0798,T0023035,Our immigration system has been broken for decades. Both parties share the blame — VA deserves solutions.
TC079808,C0798,T0075058,"Illegal immigration drives down wages for VA workers. Enforce the law, protect American jobs."
TC079809,C0798,T0044298,Democracy works when we show up. Check your registration today — link in bio.
TC079810,C0798,T0067043,Good jobs and a fair shot — that's what this campaign is about for VA.
TC079811,C0798,T0078063,"New endorsement dropping tomorrow morning. Stay tuned, VA!"
TC081700,C0817,T0076855,Universal background checks are supported by most gun owners. Congress's inaction is a choice — I'll make a different one.
TC081701,C0817,T0031396,Dreamers are Americans in every way but paperwork. I'll vote for a pathway to citizenship.
TC081702,C0817,T0056015,Join us Saturday at 6pm for a town hall in Madison Heights! Doors open early — bring your questions.
TC081703,C0817,T0025923,Rural hospitals in WA are closing while insurers post record profits. That ends when we hold them accountable.
TC081704,C0817,T0088352,"Human rights must be at the center of American foreign policy, not an afterthought."
TC081705,C0817,T0033811,"We just crossed 15,000 grassroots donors! Average gift: $27. This campaign is powered by people, not PACs."
TC081706,C0817,T0012689,Our immigration system has been broken for decades. Both parties share the blame — WA deserves solutions.
TC081707,C0817,T0097625,We can protect people with pre-existing conditions without a big-government takeover of medicine.
TC081708,C0817,T0072380,Debate night. Watch live at 10am and see the contrast for yourself.
TC081709,C0817,T0018822,Debate schedule for the fall is out. Full calendar at the link.
TC081710,C0817,T0002039,"I'll fight to expand Medicaid and cap insulin costs for every patient, not just some."
TC081711,C0817,T0023818,"We just crossed 10,000 grassroots donors! Average gift: $27. This campaign is powered by people, not PACs."
TC081712,C0817,T0049256,"We just crossed 50,000 grassroots donors! Average gift: $27. This campaign is powered by people, not PACs."
TC081713,C0817,T0002304,"Immigrants power WA's farms, hospitals, and small businesses. Our economy depends on fixing this broken system."
TC081714,C0817,T0088516,Our kids practice lockdown drills while Congress practices excuses. Enough. Pass red flag laws.
TC081715,C0817,T0075513,Rural hospitals in WA are closing while insurers post record profits. That ends when we hold them accountable.
TC081716,C0817,T0002711,Visited the community health center in Clayton — grateful for the nurses and staff who keep it running.
TC081717,C0817,T0024863,Debate night. Watch live at 2pm and see the contrast for yourself.
TC081718,C0817,T0002722,Visited the community health center in Harrisburg — grateful for the nurses and staff who keep it running.
TC081719,C0817,T0076446,"Real public safety means investing in communities — mental health response, youth programs, and accountable policing."
TC081720,C0817,T0048554,Thank you Springdale! Standing room only tonight. This movement is growing every single day.
TC081721,C0817,T0005685,"Family separation is a moral stain. We need humane, orderly immigration reform — not cruelty as policy."
TC081722,C0817,T0091213,Patients and doctors should make health decisions — not government bureaucrats.
TC081723,C0817,T0059948,"We just crossed 15,000 grassroots donors! Average gift: $27. This campaign is powered by people, not PACs."
TC081724,C0817,T0035616,Join us Saturday at 6pm for a town hall in Dover Plains! Doors open early — bring your questions.
TC085300,C0853,T0098567,"Every kid in GA deserves a great public school — fully funded, with teachers paid what they're worth."
TC085301,C0853,T0036000,Filed our FEC report: best fundraising quarter yet. Thank you to every supporter.
TC085302,C0853,T0095174,Our latest polling roundup for the 2022 midterms is live. Key races tightening.
TC085303,C0853,T0051345,"Every family in GA deserves access to quality, affordable care. Full stop."
TC085304,C0853,T0045356,Corporate consolidation is squeezing family farms and small businesses. We need real antitrust enforcement.
TC085305,C0853,T0052614,The radical Green agenda would crush GA jobs and spike your electric bill. I'll stop it.
TC085306,C0853,T0093132,Dreamers are Americans in every way but paperwork. I'll vote for a pathway to citizenship.
TC085307,C0853,T0009183,Good jobs and a fair shot — that's what this campaign is about for GA.
TC085308,C0853,T0083349,Turnout in this week's primaries beat 2018 levels in most counties.
TC085309,C0853,T0076846,Yard signs are IN. Swing by the Riverton office and grab one this weekend!
TC085310,C0853,T0087069,Gun violence is a public health crisis. Prevention works — I've seen it in Riverton.
TC085311,C0853,T0084855,BREAKING: Another state expands Medicaid — and rural hospitals immediately benefit.
TC085312,C0853,T0051405,"Our new ad is live. Watch it, share it, and chip in $5 if you can."
TC085313,C0853,T0055635,Thank you Clayton! Standing room only tonight. This movement is growing every single day.
TC085314,C0853,T0085946,Dark money is drowning out GA voices. I support full disclosure of every political dollar.
TC085315,C0853,T0061607,Good jobs and a fair shot — that's what this campaign is about for GA.
TC085316,C0853,T0070908,Dreamers are Americans in every way but paperwork. I'll vote for a pathway to citizenship.
TC085317,C0853,T0095090,Voting should be easy and secure — for everyone. I'll fight voter suppression wherever it appears.
TC085318,C0853,T0016119,"Family separation is a moral stain. We need humane, orderly immigration reform — not cruelty as policy."
TC085319,C0853,T0006934,ICYMI: our candidate tracker now covers every House and Senate race. Bookmark it.
TC085320,C0853,T0097514,"The climate crisis is here — GA families are paying for it in floods, fires, and insurance bills. We need clean energy now."
TC085321,C0853,T0082557,Voting should be easy and secure — for everyone. I'll fight voter suppression wherever it appears.
TC085322,C0853,T0025387,Union jobs built the middle class. I'm proud to stand with workers on the picket line in GA.
TC085323,C0853,T0051364,Politicians have no place in the exam room. I trust women.
TC085324,C0853,T0065090,"Family separation is a moral stain. We need humane, orderly immigration reform — not cruelty as policy."
TC087200,C0872,T0067218,Politicians have no place in the exam room. I trust women.
TC087201,C0872,T0016138,Turnout in this week's primaries beat 2018 levels in most counties.
TC087202,C0872,T0052176,Talked supply chains and manufacturing with workers at the plant in Oak Ridge this morning.
TC087203,C0872,T0081826,Debate schedule for the fall is out. Full calendar at the link.
TC087204,C0872,T0081427,Study: universal pre-K pays for itself within a decade. Pass it on.
TC087205,C0872,T0084071,Our latest polling roundup for the 2022 midterms is live. Key races tightening.
TC087206,C0872,T0040811,Patients and doctors should make health decisions — not government bureaucrats.
TC087207,C0872,T0030406,Our immigration system has been broken for decades. Both parties share the blame — MI deserves solutions.
TC087208,C0872,T0054961,Our latest polling roundup for the 2022 midterms is live. Key races tightening.
TC087209,C0872,T0020967,Small businesses in MI are drowning in red tape. I'll cut job-killing regulations on day one.
TC087210,C0872,T0081746,Turnout in this week's primaries beat 2018 levels in most counties.
TC087211,C0872,T0087392,Rode along with Bremerton officers last night. Grateful for what they do every shift.
TC087212,C0872,T0087669,Crime stats out this morning. Soft-on-crime policies have a body of evidence now — and it's damning.
TC087213,C0872,T0064918,Rode along with Harrisburg officers last night. Grateful for what they do every shift.
TC087214,C0872,T0059665,Yard signs are IN. Swing by the Springdale office and grab one this weekend!
TC087215,C0872,T0075083,Good jobs and a fair shot — that's what this campaign is about for MI.
TC087216,C0872,T0091243,Talked supply chains and manufacturing with workers at the plant in Oak Ridge this morning.
TC087217,C0872,T0064296,I am proudly pro-life and will always defend the unborn.
TC087218,C0872,T0057189,Soft-on-crime policies have consequences. I'll fight for tougher sentences for violent offenders.
TC087219,C0872,T0027261,Turnout in this week's primaries beat 2018 levels in most counties.
TC087220,C0872,T0100067,REPORT: Federal regulations cost small businesses billions last year. Time to cut the red tape.
TC087221,C0872,T0025399,Early voting starts soon in MI. Make your plan now — every single vote counts.
TC087222,C0872,T0060921,Not one more dime overseas until we take care of our own veterans here in MI.
TC087223,C0872,T0067613,Debate schedule for the fall is out. Full calendar at the link.
TC087224,C0872,T0038194,Washington-run healthcare means longer waits and fewer choices. I'll defend private options for MI families.
TC088200,C0882,T0067476,"Clean energy jobs are the future, and NH can lead. I'll fight for wind, solar, and battery manufacturing here at home."
TC088201,C0882,T0015131,Knocking doors in Clayton with an incredible team of volunteers today. The energy is real!
TC088202,C0882,T0033917,Big Pharma spends millions lobbying to keep prices high. I don't take their money — and I'll vote to negotiate prices.
