bundle_id,candidate_id,rep,condition,n_tweets,small_bundle,tweet_ids
M2C0277,C0277,2,main,25,False,T0067389|T0007657|T0019978|T0074018|T0015834|T0085820|T0091664|T0013250|T0021704|T0038231|T0103681|T0099822|T0075002|T0065295|T0000089|T0006702|T0038527|T0035893|T0036116|T0069363|T0017754|T0026441|T0003813|T0023547|T0052714
M2C0293,C0293,2,main,25,False,T0076747|T0039978|T0002332|T0011214|T0059422|T0004883|T0009362|T0103079|T0098510|T0101733|T0079348|T0065251|T0024828|T0085521|T0103504|T0021363|T0013382|T0099723|T0028437|T0069711|T0045270|T0003043|T0066734|T0020356|T0031712
M2C0294,C0294,2,main,25,False,T0101340|T0088566|T0049466|T0050736|T0069557|T0049463|T0041196|T0073309|T0043960|T0024918|T0031085|T0059168|T0082166|T0092360|T0024870|T0090081|T0100021|T0064770|T0072582|T0010644|T0032885|T0079831|T0042796|T0027206|T0087033
M2C0299,C0299,2,main,25,False,T0082799|T0032665|T0033297|T0069701|T0078503|T0048606|T0082953|T0026068|T0095894|T0000179|T0047551|T0016930|T0092614|T0000631|T0022296|T0084127|T0051775|T0022637|T0050687|T0098253|T0068948|T0086161|T0051803|T0058015|T0005539
M2C0305,C0305,2,main,25,False,T0043896|T0073324|T0014213|T0098375|T0010368|T0092615|T0032991|T0016664|T0097104|T0019763|T0049475|T0102818|T0033329|T0051805|T0052244|T0039299|T0021810|T0021677|T0010553|T0082458|T0006164|T0009307|T0096240|T0100253|T0057968
M2C0321,C0321,2,main,25,False,T0053713|T0024230|T0066080|T0025188|T0069254|T0059548|T0004477|T0071741|T0083090|T0098478|T0097114|T0088505|T0043677|T0102125|T0013971|T0102857|T0026887|T0099367|T0003268|T0002171|T0008588|T0004962|T0078232|T0102947|T0030016
M2C0324,C0324,2,main,11,True,T0002707|T0021950|T0035917|T0057136|T0034351|T0050610|T0049474|T0089911|T0092486|T0074311|T0017238
M2C0327,C0327,2,main,25,False,T0080326|T0098041|T0058727|T0054228|T0077667|T0065378|T0103992|T0026774|T0024604|T0035646|T0057735|T0041521|T0048733|T0083857|T0002207|T0048804|T0074800|T0097054|T0076599|T0035423|T0089610|T0084585|T0059510|T0045522|T0070826
M2C0330,C0330,2,main,25,False,T0081654|T0036310|T0046118|T0094976|T0082210|T0102200|T0026670|T0092343|T0017859|T0075992|T0047020|T0046480|T0043436|T0101700|T0043099|T0033030|T0093708|T0048294|T0032432|T0040037|T0003421|T0028977|T0020460|T0036382|T0077443
M2C0333,C0333,2,main,25,False,T0093001|T0089719|T0015314|T0006535|T0100228|T0041322|T0092590|T0058508|T0047983|T0052536|T0029931|T0067022|T0095866|T0076064|T0028392|T0056198|T0048927|T0006890|T0103465|T0091916|T0089895|T0008389|T0007144|T0028975|T0016023
M2C0338,C0338,2,main,25,False,T0042473|T0011879|T0065959|T0013268|T0082896|T0080630|T0048461|T0032191|T0034113|T0003814|T0031278|T0073707|T0072989|T0096173|T0027834|T0035683|T0041383|T0001745|T0097686|T0047395|T0035296|T0074000|T0065449|T0046368|T0059018
M2C0340,C0340,2,main,17,True,T0083637|T0071960|T0100998|T0056871|T0050683|T0069278|T0080512|T0010409|T0011387|T0022728|T0055430|T0082185|T0033686|T0036386|T0101003|T0039975|T0031377
M2C0343,C0343,2,main,25,False,T0021869|T0070733|T0016318|T0058885|T0036225|T0081100|T0083469|T0081452|T0070528|T0067348|T0079246|T0026886|T0007483|T0084968|T0032262|T0102628|T0067672|T0018982|T0030082|T0053372|T0099608|T0099341|T0012785|T0099768|T0058010
M2C0347,C0347,2,main,25,False,T0049098|T0075405|T0075918|T0031958|T0004732|T0039294|T0005623|T0060507|T0088128|T0070049|T0077366|T0061635|T0002400|T0078888|T0073347|T0092073|T0073433|T0095347|T0079315|T0055528|T0101800|T0046746|T0002957|T0022480|T0048688
M2C0357,C0357,2,main,25,False,T0039250|T0011376|T0102243|T0000738|T0080197|T0101912|T0080334|T0055556|T0077858|T0077635|T0055355|T0104200|T0066886|T0061668|T0048825|T0017593|T0042148|T0024172|T0004598|T0046266|T0033612|T0012348|T0086086|T0016737|T0061711
M2C0366,C0366,2,main,25,False,T0019507|T0096482|T0043170|T0052678|T0046632|T0040951|T0033585|T0035965|T0052533|T0016956|T0017105|T0012419|T0028783|T0072651|T0084742|T0063012|T0023748|T0049955|T0051299|T0060110|T0067871|T0007562|T0034803|T0025388|T0025071
M2C0371,C0371,2,main,25,False,T0016699|T0103740|T0103794|T0033671|T0068895|T0008883|T0059400|T0101943|T0058213|T0000480|T0049131|T0050343|T0086055|T0010219|T0016034|T0063098|T0034717|T0062183|T0099318|T0068689|T0035900|T0054256|T0052181|T0024632|T0048779
M2C0376,C0376,2,main,25,False,T0055735|T0080083|T0098441|T0021263|T0065750|T0037013|T0015757|T0026612|T0096621|T0004665|T0008115|T0029216|T0089335|T0009263|T0072596|T0085396|T0023299|T0095741|T0043223|T0030760|T0040163|T0047307|T0027759|T0082722|T0052218
M2C0398,C0398,2,main,20,True,T0094669|T0023213|T0052501|T0028516|T0068818|T0104413|T0029907|T0074354|T0044117|T0028535|T0081963|T0084451|T0020367|T0056344|T0096129|T0068753|T0029786|T0080856|T0044756|T0024614
M2C0399,C0399,2,main,25,False,T0008394|T0091578|T0083777|T0076242|T0066305|T0011624|T0039858|T0029708|T0022349|T0078740|T0099111|T0089764|T0047918|T0007673|T0005648|T0062504|T0080291|T0066488|T0025680|T0050313|T0076918|T0054461|T0024386|T0081523|T0004636
M2C0412,C0412,2,main,25,False,T0082246|T0016136|T0031762|T0091124|T0018548|T0100362|T0029936|T0002105|T0001322|T0090633|T0019292|T0038913|T0047840|T0007268|T0048020|T0040299|T0069935|T0103955|T0043546|T0009773|T0003563|T0103076|T0052220|T0051214|T0027667
M2C0416,C0416,2,main,25,False,T0084418|T0057608|T0057884|T0031872|T0078352|T0010279|T0041435|T0098923|T0072571|T0012902|T0071133|T0019943|T0104337|T0080880|T0065812|T0091982|T0008042|T0055319|T0060199|T0004048|T0064533|T0049141|T0007990|T0068395|T0061001
M2C0417,C0417,2,main,25,False,T0075969|T0026053|T0038036|T0085048|T0032920|T0091093|T0004335|T0082583|T0100553|T0030863|T0050945|T0090198|T0007628|T0018046|T0104315|T0022162|T0032934|T0025186|T0081530|T0028595|T0092749|T0087915|T0083944|T0000660|T0029419
M2C0419,C0419,2,main,25,False,T0083121|T0103839|T0043262|T0014618|T0040992|T0039854|T0010237|T0099974|T0039613|T0019012|T0084419|T0066955|T0058325|T0022298|T0050823|T0005158|T0006586|T0073649|T0017258|T0008450|T0060446|T0045512|T0027136|T0090178|T0049265
M2C0420,C0420,2,main,25,False,T0020405|T0055939|T0020393|T0057477|T0066540|T0089640|T0092033|T0028146|T0068882|T0027733|T0057090|T0094193|T0010557|T0023422|T0009989|T0019715|T0005819|T0000161|T0002917|T0095656|T0020255|T0076505|T0068069|T0062029|T0100984
M2C0423,C0423,2,main,25,False,T0062878|T0049006|T0073502|T0002458|T0030670|T0085765|T0026153|T0061437|T0069332|T0042959|T0007877|T0062778|T0078960|T0048649|T0022188|T0090329|T0032808|T0100311|T0060546|T0021070|T0029612|T0010194|T0080890|T0038920|T0039822
M2C0428,C0428,2,main,25,False,T0020876|T0097800|T0002869|T0031537|T0022628|T0095658|T0010508|T0045523|T0055254|T0060638|T0080029|T0059271|T0029895|T0002566|T0046534|T0008144|T0032188|T0058336|T0004559|T0025251|T0075895|T0012671|T0094013|T0043200|T0000138
M2C0442,C0442,2,main,25,False,T0020504|T0087465|T0039181|T0079844|T0005506|T0052054|T0043993|T0104594|T0042389|T0083819|T0009175|T0102527|T0091159|T0030790|T0090020|T0033480|T0053296|T0054110|T0045056|T0028978|T0098695|T0016834|T0018373|T0047971|T0056354
M2C0445,C0445,2,main,25,False,T0094179|T0088519|T0091048|T0090177|T0027603|T0098899|T0096095|T0076662|T0098034|T0009672|T0050200|T0006458|T0027341|T0061211|T0071969|T0025146|T0014135|T0069293|T0094619|T0069196|T0049849|T0017332|T0032256|T0030472|T0065290
M2C0449,C0449,2,main,25,False,T0059778|T0097876|T0014942|T0069409|T0078736|T0046772|T0010116|T0086842|T0034004|T0020301|T0038427|T0026120|T0042618|T0060090|T0053767|T0070611|T0045074|T0005123|T0035590|T0079570|T0068475|T0031675|T0078256|T0060324|T0036156
M2C0450,C0450,2,main,25,False,T0048259|T0081292|T0005953|T0099026|T0074873|T0062465|T0036477|T0031038|T0043478|T0007958|T0013500|T0042168|T0013643|T0073032|T0060810|T0072791|T0099022|T0041838|T0096704|T0021354|T0042760|T0037533|T0010346|T0087918|T0075970
M2C0451,C0451,2,main,25,False,T0010328|T0097820|T0043904|T0071785|T0033054|T0022443|T0099645|T0086577|T0089984|T0018241|T0035606|T0013812|T0100786|T0012536|T0044937|T0063385|T0024629|T0104521|T0039569|T0060573|T0031445|T0084194|T0032966|T0068419|T0005370
M2C0456,C0456,2,main,25,False,T0031739|T0080846|T0072694|T0070053|T0066030|T0011244|T0061198|T0055874|T0030566|T0068114|T0024642|T0077626|T0057854|T0023375|T0056491|T0077964|T0058365|T0030449|T0070596|T0102671|T0078498|T0087671|T0094228|T0082258|T0092512
M2C0474,C0474,2,main,8,True,T0041586|T0015499|T0101336|T0096935|T0092639|T0072415|T0002671|T0013139
M2C0481,C0481,2,main,25,False,T0000149|T0073067|T0026312|T0099196|T0069430|T0045613|T0049267|T0051918|T0027190|T0057749|T0090278|T0085174|T0097663|T0028694|T0046537|T0099501|T0001257|T0007968|T0102746|T0006135|T0052727|T0096900|T0033281|T0014964|T0040783
M2C0485,C0485,2,main,25,False,T0038095|T0005835|T0053628|T0025143|T0079164|T0039074|T0083674|T0023993|T0064712|T0026219|T0077701|T0068146|T0015897|T0075837|T0093811|T0056836|T0062597|T0020937|T0048717|T0018167|T0006664|T0018190|T0094992|T0012907|T0040466
M2C0489,C0489,2,main,25,False,T0068343|T0084669|T0002816|T0038221|T0054995|T0034045|T0060988|T0078456|T0085925|T0067936|T0100929|T0072963|T0058622|T0002855|T0014379|T0092118|T0007900|T0025504|T0017585|T0032895|T0083079|T0099594|T0074774|T0046741|T0040833
M2C0496,C0496,2,main,25,False,T0034221|T0028729|T0056519|T0098764|T0043668|T0030988|T0070279|T0088680|T0016419|T0001061|T0023947|T0076349|T0103918|T0000123|T0040047|T0037466|T0029934|T0076399|T0067578|T0046643|T0007997|T0055701|T0074228|T0024271|T0099271
M2C0501,C0501,2,main,25,False,T0083672|T0003028|T0075820|T0076772|T0076307|T0075587|T0098953|T0000952|T0055920|T0052958|T0043539|T0101295|T0078735|T0044815|T0075687|T0078521|T0052374|T0078502|T0001908|T0098405|T0013779|T0045827|T0065972|T0052985|T0009543
M2C0504,C0504,2,main,25,False,T0011843|T0058279|T0091580|T0002765|T0050700|T0007721|T0022833|T0066107|T0063080|T0015135|T0033894|T0037674|T0031168|T0099994|T0044493|T0072525|T0022645|T0024415|T0021803|T0035734|T0090493|T0102261|T0091576|T0056084|T0027655
M2C0506,C0506,2,main,25,False,T0027527|T0033283|T0081858|T0035670|T0083929|T0021591|T0047431|T0070941|T0094407|T0053863|T0022551|T0104137|T0002600|T0024419|T0100567|T0077837|T0102852|T0001733|T0076243|T0078421|T0097429|T0081905|T0032660|T0060331|T0014663
M2C0508,C0508,2,main,25,False,T0086191|T0043309|T0060881|T0041401|T0054064|T0032814|T0020786|T0042257|T0062163|T0063968|T0089699|T0070047|T0019944|T0035888|T0031018|T0034847|T0053198|T0066891|T0008519|T0096046|T0102538|T0067761|T0030405|T0104095|T0025032
M2C0515,C0515,2,main,23,True,T0036690|T0010492|T0069608|T0070449|T0087616|T0092181|T0087536|T0060913|T0060859|T0030852|T0091474|T0092970|T0034946|T0059356|T0054566|T0009387|T0069091|T0050877|T0045336|T0075794|T0075607|T0057335|T0036131
M2C0534,C0534,2,main,25,False,T0005671|T0103026|T0009476|T0101873|T0096837|T0099334|T0034885|T0053769|T0022340|T0027458|T0017666|T0040455|T0029711|T0040655|T0031119|T0089212|T0043916|T0078316|T0095318|T0030808|T0045464|T0010733|T0074447|T0032014|T0096440
M2C0549,C0549,2,main,25,False,T0069340|T0046598|T0101567|T0053420|T0030339|T0078066|T0090940|T0015809|T0012413|T0102402|T0025652|T0041719|T0096865|T0102695|T0043669|T0081128|T0086185|T0097828|T0000937|T0063839|T0068652|T0097166|T0096089|T0019641|T0066570
M2C0552,C0552,2,main,20,True,T0077419|T0049385|T0016245|T0037884|T0061757|T0065069|T0097522|T0103743|T0084570|T0082058|T0053080|T0070869|T0056386|T0056438|T0065835|T0049247|T0030771|T0027194|T0029963|T0015557
M2C0567,C0567,2,main,25,False,T0089298|T0042311|T0015671|T0071486|T0015169|T0059774|T0074593|T0089403|T0078165|T0059841|T0030640|T0005221|T0040681|T0001788|T0006740|T0001255|T0012344|T0029716|T0082006|T0068406|T0090437|T0078120|T0063103|T0012967|T0030264
M2C0580,C0580,2,main,25,False,T0099618|T0089821|T0052436|T0050466|T0087417|T0018989|T0079386|T0018953|T0080023|T0019673|T0002559|T0017245|T0064359|T0078286|T0012083|T0081014|T0020459|T0036909|T0000567|T0049310|T0023137|T0094050|T0103020|T0062837|T0005527
M2C0586,C0586,2,main,18,True,T0077146|T0008103|T0077254|T0070196|T0102590|T0060890|T0094983|T0053085|T0076508|T0038204|T0029374|T0085357|T0039323|T0025288|T0063828|T0102673|T0097555|T0027170
M2C0587,C0587,2,main,25,False,T0023948|T0067960|T0080030|T0024345|T0093139|T0015948|T0018042|T0059524|T0035302|T0057864|T0082204|T0068739|T0045106|T0099533|T0098783|T0028971|T0007556|T0073577|T0077630|T0100194|T0033632|T0063835|T0039242|T0040369|T0047683
M2C0590,C0590,2,main,25,False,T0004270|T0028750|T0049995|T0021209|T0101202|T0071525|T0043016|T0029601|T0070875|T0081810|T0098346|T0046930|T0097416|T0011769|T0051237|T0060600|T0014195|T0004570|T0017401|T0004576|T0088434|T0039717|T0044323|T0068599|T0081349
M2C0591,C0591,2,main,25,False,T0051413|T0102704|T0017259|T0009057|T0095902|T0080187|T0078651|T0077122|T0065176|T0036954|T0033051|T0044702|T0086729|T0029750|T0078828|T0010516|T0084362|T0024418|T0073933|T0054313|T0067974|T0049796|T0015551|T0097875|T0036559
M2C0592,C0592,2,main,25,False,T0047476|T0060667|T0078664|T0028616|T0010507|T0065177|T0026084|T0076739|T0024435|T0018487|T0062983|T0017665|T0066190|T0008915|T0102343|T0060116|T0024272|T0075282|T0022678|T0052272|T0000069|T0075144|T0051946|T0021407|T0101179
M2C0597,C0597,2,main,12,True,T0059933|T0097283|T0028097|T0023269|T0016175|T0075280|T0019859|T0066051|T0025634|T0072950|T0020288|T0056814
M2C0610,C0610,2,main,25,False,T0000839|T0009043|T0016845|T0027333|T0081580|T0016924|T0100817|T0028284|T0093590|T0041444|T0086012|T0060784|T0044217|T0072285|T0025575|T0082603|T0012618|T0044734|T0054938|T0076547|T0024443|T0039273|T0079341|T0074206|T0030950
M2C0613,C0613,2,main,25,False,T0032694|T0044287|T0041962|T0095027|T0023031|T0052079|T0090334|T0096061|T0059885|T0048358|T0058560|T0028913|T0047246|T0043801|T0076594|T0028283|T0039985|T0060260|T0029754|T0104532|T0016286|T0033097|T0051874|T0104350|T0064165
M2C0614,C0614,2,main,25,False,T0096133|T0062057|T0018172|T0094981|T0067385|T0033740|T0025152|T0036514|T0060843|T0025543|T0084428|T0033313|T0048959|T0034117|T0052548|T0042307|T0061045|T0051277|T0097298|T0036674|T0094195|T0040988|T0001693|T0094986|T0067127
M2C0621,C0621,2,main,25,False,T0077406|T0071744|T0072287|T0042944|T0048191|T0088545|T0061166|T0097075|T0049757|T0073164|T0008185|T0058128|T0093667|T0001467|T0003667|T0030584|T0052437|T0040616|T0003940|T0097382|T0071120|T0029568|T0016697|T0027257|T0085456
M2C0622,C0622,2,main,25,False,T0050187|T0078078|T0048955|T0036024|T0057457|T0082483|T0021551|T0064216|T0097491|T0074680|T0022160|T0039638|T0089128|T0059634|T0068357|T0076994|T0033096|T0057061|T0079215|T0007812|T0031594|T0009990|T0034215|T0047088|T0009012
M2C0631,C0631,2,main,25,False,T0070176|T0060038|T0024470|T0069568|T0000456|T0099298|T0036425|T0044821|T0009965|T0004309|T0013174|T0054765|T0101818|T0063132|T0042533|T0057862|T0098604|T0012358|T0072572|T0098171|T0029005|T0068779|T0003464|T0007131|T0074792
M2C0634,C0634,2,main,25,False,T0047484|T0029925|T0054341|T0086461|T0016437|T0101835|T0025905|T0050663|T0073154|T0031859|T0068464|T0032832|T0097240|T0038096|T0004013|T0006887|T0081564|T0103503|T0011417|T0026137|T0012639|T0009639|T0096685|T0062621|T0070502
M2C0639,C0639,2,main,25,False,T0084157|T0052391|T0076798|T0074736|T0033422|T0073080|T0070349|T0005263|T0010613|T0102670|T0084168|T0021515|T0061457|T0077234|T0082733|T0078151|T0102482|T0042395|T0024711|T0091690|T0103623|T0066428|T0039838|T0020872|T0044609
M2C0641,C0641,2,main,25,False,T0013617|T0076236|T0015842|T0019649|T0029700|T0054481|T0070020|T0061909|T0076586|T0009754|T0066698|T0007064|T0071111|T0061727|T0039559|T0050269|T0058986|T0012651|T0060213|T0040301|T0056225|T0038732|T0041887|T0054922|T0001232
M2C0654,C0654,2,main,24,True,T0095212|T0040556|T0001111|T0097001|T0014773|T0009010|T0100751|T0034541|T0080531|T0086485|T0039204|T0069068|T0011555|T0061461|T0016765|T0080492|T0102012|T0082377|T0084880|T0066961|T0080239|T0018213|T0094708|T0053612
M2C0657,C0657,2,main,25,False,T0041429|T0051462|T0094998|T0083290|T0046479|T0074957|T0020177|T0083697|T0039648|T0065059|T0060647|T0054624|T0100793|T0033196|T0096344|T0028908|T0050420|T0014771|T0089690|T0005421|T0086351|T0041572|T0082243|T0051145|T0053729
M2C0661,C0661,2,main,25,False,T0046781|T0003538|T0018690|T0034370|T0056256|T0073219|T0004305|T0001711|T0098294|T0024834|T0071777|T0052565|T0052287|T0003722|T0022906|T0015852|T0016476|T0098726|T0069238|T0038111|T0085169|T0076333|T0012153|T0077998|T0078592
M2C0662,C0662,2,main,25,False,T0063804|T0037153|T0072765|T0076544|T0086568|T0061200|T0033409|T0051935|T0044020|T0023576|T0089527|T0086346|T0012518|T0026933|T0102078|T0101389|T0070757|T0005626|T0086700|T0062376|T0093485|T0067184|T0028671|T0021100|T0040250
M2C0684,C0684,2,main,25,False,T0043747|T0013298|T0049246|T0054214|T0047552|T0033700|T0006603|T0058646|T0000419|T0095044|T0042601|T0049896|T0047800|T0089526|T0092636|T0084649|T0056612|T0058968|T0003468|T0088218|T0007094|T0008558|T0090818|T0093465|T0009689
M2C0692,C0692,2,main,20,True,T0097264|T0058208|T0042057|T0027128|T0073106|T0035439|T0071953|T0096176|T0008655|T0048537|T0099883|T0055614|T0071608|T0079928|T0080179|T0044578|T0000953|T0065166|T0008201|T0104269
M2C0695,C0695,2,main,25,False,T0002796|T0074678|T0090055|T0040139|T0010981|T0051811|T0060873|T0089603|T0071153|T0062082|T0097369|T0087772|T0093540|T0098018|T0064212|T0027687|T0015086|T0082968|T0003462|T0095651|T0052695|T0088435|T0046931|T0028418|T0017921
M2C0710,C0710,2,main,25,False,T0102733|T0049979|T0075864|T0095404|T0086758|T0067506|T0008844|T0078026|T0023138|T0083738|T0100056|T0057709|T0061840|T0063846|T0083258|T0029838|T0080325|T0102907|T0101376|T0018859|T0104479|T0077519|T0086969|T0007705|T0102016
M2C0711,C0711,2,main,25,False,T0079395|T0011379|T0019084|T0016502|T0066680|T0061783|T0104377|T0021198|T0031423|T0004235|T0089672|T0071916|T0059222|T0018869|T0067982|T0102648|T0053021|T0023568|T0031456|T0021409|T0053254|T0067674|T0065609|T0072870|T0019895
M2C0727,C0727,2,main,25,False,T0056947|T0034051|T0017023|T0040912|T0102604|T0004890|T0100671|T0035617|T0084394|T0022882|T0039252|T0082333|T0049871|T0015364|T0087629|T0011556|T0014261|T0024751|T0027995|T0014329|T0002597|T0009013|T0034439|T0016130|T0037480
M2C0736,C0736,2,main,25,False,T0068849|T0032636|T0058966|T0069736|T0082978|T0000059|T0091056|T0037672|T0025160|T0094079|T0062740|T0064239|T0009845|T0043761|T0011412|T0065470|T0093899|T0096652|T0064011|T0022109|T0049029|T0042536|T0004120|T0094744|T0063875
M2C0739,C0739,2,main,25,False,T0039082|T0036584|T0063127|T0010520|T0076578|T0062478|T0053581|T0039711|T0008120|T0095026|T0006311|T0031281|T0036516|T0100428|T0079354|T0002967|T0097816|T0008351|T0012843|T0063109|T0077586|T0092644|T0093726|T0025235|T0062950
M2C0742,C0742,2,main,25,False,T0024877|T0026958|T0002616|T0103932|T0091844|T0087445|T0090736|T0018849|T0027684|T0054743|T0073943|T0001401|T0029022|T0071200|T0002532|T0088910|T0088390|T0063498|T0000001|T0016474|T0046256|T0096863|T0087981|T0101347|T0055622
M2C0747,C0747,2,main,25,False,T0098608|T0085265|T0064037|T0001389|T0089234|T0038750|T0030636|T0084131|T0021565|T0022181|T0042124|T0075415|T0067602|T0017041|T0090096|T0063107|T0011301|T0036911|T0090339|T0087323|T0013126|T0046791|T0032408|T0091005|T0050469
M2C0758,C0758,2,main,25,False,T0103151|T0030625|T0062015|T0022739|T0075475|T0023479|T0095490|T0083641|T0006976|T0055561|T0069187|T0009972|T0058006|T0090080|T0073325|T0044054|T0061938|T0102776|T0014364|T0033792|T0099428|T0095992|T0014893|T0051860|T0090286
M2C0765,C0765,2,main,25,False,T0043662|T0099639|T0027517|T0049872|T0011528|T0104199|T0012546|T0045188|T0036444|T0036995|T0098811|T0090954|T0042303|T0074914|T0019222|T0088558|T0029446|T0015787|T0000901|T0016158|T0033245|T0057310|T0021111|T0019255|T0025548
M2C0776,C0776,2,main,25,False,T0006271|T0036186|T0050583|T0074423|T0010811|T0012050|T0085052|T0003194|T0056723|T0098030|T0007092|T0084905|T0005034|T0015573|T0062865|T0089072|T0069410|T0097086|T0055975|T0045584|T0010198|T0049894|T0022077|T0082143|T0060238
M2C0781,C0781,2,main,25,False,T0060019|T0081920|T0019505|T0101165|T0077005|T0054705|T0038612|T0054553|T0028799|T0086613|T0099934|T0031561|T0066554|T0076455|T0101498|T0057547|T0023008|T0045422|T0040899|T0020004|T0093504|T0038198|T0095639|T0045236|T0069747
M2C0788,C0788,2,main,25,False,T0095519|T0092491|T0002942|T0102987|T0073271|T0011183|T0019105|T0049331|T0067455|T0047331|T0060688|T0061086|T0027907|T0033583|T0075178|T0074051|T0099352|T0102386|T0004651|T0102875|T0083753|T0010972|T0080321|T0000972|T0090638
M2C0798,C0798,2,main,12,True,T0028692|T0064503|T0015699|T0023035|T0044298|T0095716|T0067043|T0078063|T0075058|T0036600|T0024317|T0027992
M2C0803,C0803,2,main,25,False,T0045208|T0061948|T0039689|T0050986|T0057762|T0081608|T0065968|T0059165|T0022373|T0006923|T0072114|T0086928|T0089579|T0049583|T0075075|T0037404|T0017308|T0019165|T0028223|T0093313|T0014776|T0061986|T0057448|T0022327|T0056975
M2C0811,C0811,2,main,25,False,T0019527|T0017190|T0008780|T0093496|T0022535|T0084871|T0070563|T0030940|T0036740|T0100493|T0074826|T0035430|T0070808|T0094549|T0005739|T0083076|T0046954|T0025803|T0032396|T0019717|T0070796|T0020600|T0052457|T0056447|T0000024
M2C0814,C0814,2,main,25,False,T0032202|T0045810|T0000611|T0100542|T0093758|T0046126|T0030104|T0063877|T0059649|T0059571|T0011203|T0036058|T0072085|T0005484|T0023362|T0075982|T0013977|T0033799|T0018257|T0020895|T0074882|T0086258|T0020690|T0049945|T0021308
M2C0817,C0817,2,main,25,False,T0089961|T0026993|T0086767|T0089735|T0017386|T0093350|T0071137|T0081966|T0095462|T0068283|T0075513|T0048554|T0100416|T0048321|T0074122|T0056902|T0022036|T0054775|T0032427|T0040553|T0033307|T0040211|T0050685|T0030496|T0083249
M2C0832,C0832,2,main,25,False,T0043046|T0083825|T0020160|T0101864|T0071502|T0102390|T0058884|T0095101|T0047276|T0085515|T0085802|T0086421|T0044545|T0102230|T0070608|T0085182|T0009547|T0000589|T0032981|T0045953|T0104136|T0052188|T0010017|T0048054|T0001301
M2C0834,C0834,2,main,25,False,T0082413|T0052141|T0064738|T0056247|T0022260|T0085679|T0047432|T0002629|T0101077|T0038846|T0035669|T0070439|T0052633|T0037197|T0041160|T0003089|T0055840|T0036203|T0003205|T0024405|T0007073|T0077207|T0099260|T0082582|T0012632
M2C0836,C0836,2,main,25,False,T0099654|T0096333|T0024477|T0035158|T0078760|T0069426|T0021431|T0072988|T0021319|T0091825|T0091244|T0084238|T0002367|T0075029|T0075594|T0030699|T0060073|T0056534|T0064491|T0047373|T0007655|T0004090|T0077545|T0096049|T0055910
M2C0853,C0853,2,main,25,False,T0051405|T0016103|T0036000|T0084855|T0065090|T0095090|T0085946|T0025387|T0044019|T0053162|T0051364|T0070908|T0013911|T0055635|T0102073|T0052614|T0098567|T0082557|T0089765|T0076846|T0004861|T0061607|T0096915|T0085539|T0006934
M2C0867,C0867,2,main,22,True,T0063958|T0071217|T0086389|T0022027|T0008855|T0099718|T0040144|T0074745|T0044408|T0074642|T0070208|T0050478|T0037341|T0040344|T0101522|T0050778|T0004268|T0068705|T0041806|T0041269|T0066448|T0066589
M2C0870,C0870,2,main,25,False,T0009755|T0033558|T0034937|T0044792|T0065096|T0075757|T0012513|T0048729|T0078031|T0011500|T0046934|T0043863|T0060346|T0020815|T0052322|T0090394|T0035905|T0008653|T0050631|T0046974|T0086818|T0006334|T0000721|T0039575|T0057939
M2C0872,C0872,2,main,25,False,T0077007|T0062315|T0084295|T0091228|T0038159|T0091243|T0075083|T0041367|T0062178|T0100067|T0011873|T0067218|T0081906|T0069384|T0085102|T0066587|T0045317|T0096411|T0014900|T0077961|T0085554|T0019457|T0023940|T0022827|T0057818
M2C0875,C0875,2,main,24,True,T0003009|T0026430|T0051445|T0032547|T0033022|T0022666|T0094339|T0051689|T0044597|T0095287|T0036644|T0032015|T0009702|T0009505|T0011296|T0085548|T0045480|T0091513|T0027431|T0098727|T0079989|T0072175|T0010149|T0005855
M2C0876,C0876,2,main,25,False,T0064186|T0019850|T0031347|T0030682|T0091081|T0003174|T0062215|T0006785|T0100304|T0086078|T0039783|T0054805|T0085869|T0049588|T0101470|T0034162|T0065078|T0062110|T0012502|T0037254|T0100653|T0050344|T0046495|T0010262|T0083353
M2C0881,C0881,2,main,25,False,T0073790|T0037296|T0054711|T0050188|T0049679|T0076861|T0103953|T0074333|T0049076|T0026310|T0068458|T0068178|T0039200|T0042955|T0058308|T0007263|T0047519|T0046425|T0044029|T0028547|T0015257|T0081952|T0103202|T0036377|T0040309
M2C0882,C0882,2,main,25,False,T0017408|T0027104|T0102223|T0100487|T0029083|T0074701|T0078169|T0094351|T0033917|T0004867|T0089921|T0035291|T0068634|T0098662|T0007008|T0032518|T0049841|T0065129|T0095075|T0015131|T0030931|T0067476|T0073730|T0056137|T0042504
M2C0885,C0885,2,main,25,False,T0019487|T0098884|T0081657|T0086590|T0008880|T0015432|T0031751|T0037912|T0060754|T0050488|T0097602|T0087375|T0013045|T0089155|T0079695|T0030668|T0002764|T0094117|T0011346|T0042073|T0029648|T0026552|T0070430|T0051284|T0099959
M2C0893,C0893,2,main,25,False,T0021754|T0097438|T0073788|T0025012|T0088405|T0050666|T0012634|T0043287|T0044718|T0021662|T0081177|T0046172|T0044243|T0092772|T0003958|T0042078|T0098504|T0084934|T0099082|T0036915|T0001713|T0050218|T0092834|T0082002|T0096300
